ID,Chla,Precip,Depth,Area,WRT,Vol,TNLA,TrophicIndex,En/Lin-N,De/Lin-N,ln(En/Lin)-N,ln(De/Lin)-N,En/Lin-P,De/Lin-P,ln(En/Lin)-P,ln(De/Lin)-P,ln(En/De) of N,ln(En/De) of P,Long,Lat
106070,14.9,1181.149486,4.3,3.36,5595.7,14500000,21.8402,3,1.084345796,5.660880292,0.080976852,1.733579409,0.672725317,4.203999729,-0.396418179,1.436036389,-1.652602557,-1.832454568,-94.3505,61.3026
106080,4,1168.178286,2.7,1.19,190.2,3270000,20.5008,2,0.51256288,0.647047962,-0.668331884,-0.435334858,0.517979308,1.061470627,-0.657819983,0.059655331,-0.232997026,-0.717475314,-94.4836,61.3086
106096,11.35,1218.4512,4.7,3.91,37.1,18390000,19.3241,3,0.086167571,0.200632615,-2.451461379,-1.606279831,0.086550267,0.453414829,-2.447029918,-0.790947834,-0.845181548,-1.656082083,-94.2287,61.2951
106098,1.8,1193.028571,6.5,1.45,2802.9,9440000,21.2671,1,0.350091411,3.486834845,-1.049560985,1.248994404,0.160966089,3.16090487,-1.826561566,1.150858338,-2.298555388,-2.977419904,-94.2728,61.2891
106104,5.6,1189.5008,7,2.96,580.5,20820000,21.2671,2,0.166745926,0.946707215,-1.791284026,-0.054765405,0.175174345,1.227980696,-1.741973542,0.20537111,-1.736518621,-1.947344651,-94.3861,61.286
106123,3.4,1251.352,2.6,1.95,339.6,5100000,21.2591,2,0.41318294,0.782338128,-0.88386483,-0.245468243,0.410207918,1.136308462,-0.89109113,0.127784817,-0.638396587,-1.018875947,-94.3754,61.2716
106127,3.4,1176,3.9,1.14,848.9,4400000,21.2671,2,0.804618881,1.750272191,-0.217386553,0.559771313,0.736667382,2.060443049,-0.305618802,0.722921032,-0.777157867,-1.028539834,-94.2715,61.2711
106130,2.2,1189.041371,5.2,1.48,960.3,7720000,21.2279,2,0.53005725,1.716606994,-0.63477026,0.540349665,0.497184559,1.973287913,-0.698793977,0.679701143,-1.175119925,-1.378495119,-94.2183,61.2476
106137,26.8,480.2594286,3,1.07,79.9,3240000,23.2381,3,0.550780527,0.544740782,-0.596418867,-0.607445226,0.541038232,1.020794768,-0.614265334,0.020581508,0.01102636,-0.634846843,-94.0492,61.2041
106150,8.1,1178.234971,2.8,1.33,87.4,3780000,21.4788,3,0.517678105,0.53144227,-0.658401649,-0.632160704,0.471641096,0.979141354,-0.751536973,-0.021079261,-0.026240944,-0.730457712,-94.1205,61.153
106155,4.1,1189.9192,9.7,3.97,925.7,38470000,21.8402,2,0.119161809,1.147930883,-2.127272967,0.13796109,0.127022624,1.348104887,-2.063390066,0.298699819,-2.265234057,-2.362089885,-154.014,60.4866
106168,22.9,1255.9872,2.2,1.56,264.7,3480000,21.2591,3,0.91137804,1.032136098,-0.092797496,0.031630537,0.710111098,1.491024349,-0.342333845,0.399463366,-0.124428032,-0.741797212,-136.1765,60.4752
106180,7.4,1186.598971,3.7,3.54,1151.9,12940000,21.8402,3,0.540211162,1.972881239,-0.615795174,0.679495032,0.395714302,2.080646209,-0.927062787,0.732678523,-1.295290206,-1.659741309,-95.6774,60.447
106185,6.7,1192.6856,3,1.26,37.8,3750000,21.2546,2,0.199285043,0.219952659,-1.6130191,-1.514342943,0.254240993,0.516454337,-1.369472671,-0.660768404,-0.098676158,-0.708704267,-154.327,60.3007
106188,18.5,1189.028571,3.6,1.2,95.9,4300000,21.8402,3,0.490030054,0.587430187,-0.713288556,-0.53199787,0.457589465,1.058812551,-0.781782861,0.057148046,-0.181290685,-0.838930906,-95.6622,60.2041
106198,2.4,1181.259886,5.9,5.88,7935.5,34970000,21.8402,2,0.32972415,4.026879739,-1.109498882,1.392991818,0.264816967,2.954137139,-1.32871638,1.083206608,-2.5024907,-2.411922988,-96.1479,60.1425
106206,3.4,1169.028571,8.8,1.1,2127.3,9740000,21.0938,2,0.703921801,3.236496796,-0.351088007,1.174491509,0.626769642,3.107192843,-0.467176203,1.133719696,-1.525579516,-1.600895899,-96.5773,60.1566
106207,10.2,1185.828571,3.4,1.59,742.6,5390000,21.2279,3,1.056370393,2.012158035,0.054838875,0.699207795,0.765418056,2.313715439,-0.267333115,0.838854647,-0.644368921,-1.106187763,-97.2838,60.0433
106210,8.1,1170.2,2.4,1.05,774.1,2470000,21.4788,3,2.096838494,2.424211604,0.740430731,0.88550636,1.454310806,2.746635501,0.374532115,1.010376708,-0.145075628,-0.635844593,-96.5148,59.9162
106216,1.2,1187.738057,4.5,1.43,1175.6,6400000,21.2671,1,0.309050332,1.985503383,-1.17425113,0.685872476,0.150887509,2.181395439,-1.891220691,0.779964782,-1.860123605,-2.671185473,-96.4811,59.7774
106220,10.5,1192.3648,3.2,2.21,103.4,7170000,21.2671,3,0.309219552,0.488258645,-1.17370373,-0.716910002,0.28214012,0.872639945,-1.265351453,-0.136232242,-0.456793727,-1.129119211,-96.9984,59.7231
106223,3.8,1165.771429,2.8,2.63,1092.1,7450000,21.4788,2,0.503581665,1.497830695,-0.686009385,0.404017858,0.45037843,1.68643138,-0.797667094,0.522614687,-1.090027243,-1.320281781,-95.434,59.7044
106226,21.5,918.3753143,6,2.25,1651.3,13410000,22.2808,3,0.685643275,2.971020868,-0.377397794,1.08890562,0.509577981,2.875544907,-0.674172384,1.056242189,-1.466303415,-1.730414573,-95.4298,59.4242
106230,9.2,435.6501714,23.3,2.49,72.5,58070000,18.2457,3,0.060116517,0.369753207,-2.811470643,-0.994919503,0.059386955,0.716040369,-2.823680685,-0.334018733,-1.81655114,-2.489661952,-97.5051,59.3277
106231,69.133,828.9470857,12,2.07,410.6,24800000,22.9555,4,0.392575605,1.430319996,-0.935026137,0.357898192,0.297735723,1.794978748,-1.211549021,0.584993182,-1.292924329,-1.796542204,-95.943,59.2364
106240,17.3,1257.401143,6.4,5.39,438.3,34500000,21.2591,3,0.150774297,0.892359104,-1.891971282,-0.113886645,0.129472127,1.172254695,-2.044289656,0.158928984,-1.778084637,-2.20321864,-97.8865,59.1928
106255,5.2,1188.860686,2.5,6.58,252.4,16400000,21.8402,2,0.107962169,0.404139518,-2.225974404,-0.905995119,0.117850423,0.637194587,-2.138339064,-0.450680196,-1.319979285,-1.687658868,-93.2047,58.6619
106256,3.6,1165.716571,8.7,6.17,1565.6,53700000,21.0938,2,0.110435561,1.367054848,-2.203323089,0.31265868,0.107970638,1.437571896,-2.225895963,0.362955507,-2.515981769,-2.58885147,-93.2984,58.4243
106259,9.1,399.3142858,13.9,1.91,883.1,26400000,19.1733,3,0.385967805,2.100671466,-0.95200132,0.742257039,0.267904622,2.330294624,-1.317124251,0.845994708,-1.69425836,-2.163118959,-134.5656,58.423
106267,38.9,861.0299429,2.2,2.4,1777.7,5380000,22.1385,4,2.550027029,3.525160334,0.936103959,1.25992592,1.333582389,3.204254473,0.287868847,1.164479449,-0.323821961,-0.876610603,-93.3917,58.39
106268,7,1167.554743,4.9,1.48,4019.6,7290000,21.8402,2,1.078609575,4.379834479,0.075672781,1.477010934,0.875180505,3.666766407,-0.133325122,1.299310186,-1.401338153,-1.432635308,-93.2213,58.3719
106283,8.6,1180.920914,6,1.88,49.3,11250000,21.2671,3,0.158050334,0.319987583,-1.84484173,-1.139473086,0.166627697,0.672372436,-1.791993314,-0.396942871,-0.705368644,-1.395050443,-93.2837,58.3472
106286,9.3,1174.9336,3,1.09,488.1,3290000,21.2671,3,1.380779575,1.767293427,0.322648249,0.569449239,1.023241736,2.21876744,0.02297576,0.796951834,-0.24680099,-0.773976074,-93.6515,58.0802
106289,3.7,1160.570971,4.3,1.01,151.6,4400000,21.0938,2,0.370959018,0.594018633,-0.991663686,-0.520844591,0.412820515,1.022421466,-0.884742369,0.0221738,-0.470819095,-0.906916169,-153.9744,57.259
106291,24.1,1186.902743,4.5,2.47,1006.2,11130000,21.8402,3,0.624161482,2.073082542,-0.471346158,0.72903665,0.468031693,2.241915627,-0.759219265,0.807330691,-1.200382809,-1.566549956,-101.8703,54.7129
106298,8.2,1187.543314,3.6,2.04,45.7,7420000,21.2671,3,0.20693081,0.295111472,-1.575370791,-1.220402122,0.209198079,0.631294772,-1.564473729,-0.459982374,-0.35496867,-1.104491355,-112.8059,52.5555
106303,6.8,1189.028571,5.8,4.25,276.4,24650000,21.8402,2,0.092033714,0.507150855,-2.385600316,-0.678946775,0.106942981,0.779095352,-2.235459475,-0.249621838,-1.706653541,-1.985837638,-112.1517,52.4769
106305,2.7,1181.862857,3.3,1.06,2254.6,3510000,21.4788,2,1.553596102,3.410023627,0.44057231,1.22671922,1.261149898,3.230312813,0.232023923,1.172578979,-0.78614691,-0.940555056,-108.0169,50.4914
106308,2.6,1168.493943,5,1.32,289.6,6550000,21.0938,2,0.346025384,0.818700695,-1.061243142,-0.200036714,0.366780184,1.225369767,-1.002992565,0.203242649,-0.861206428,-1.206235214,-77.0804,50.0903
106318,3.3,1168.922629,7.2,3.99,368.5,28690000,21.0938,2,0.098158218,0.627139119,-2.32117463,-0.466586883,0.109275702,0.903211694,-2.213881218,-0.101798319,-1.854587747,-2.1120829,-77.7228,50.0348
106323,6.7,1181.807771,5.1,1.58,34.2,8080000,21.2671,2,0.101587186,0.18888712,-2.286837874,-1.666605693,0.13947443,0.454832577,-1.96987399,-0.787825889,-0.620232181,-1.1820481,-93.7244,49.6793
106332,2.5,1192.114286,4.6,1.3,60.1,5970000,21.8402,2,0.171145849,0.294357954,-1.765239166,-1.222958721,0.221659459,0.623970612,-1.506613041,-0.471652007,-0.542280445,-1.034961034,-93.6716,49.6456
106333,2,1175.542857,3.8,1.28,390.2,4790000,21.2671,1,0.230971264,1.006852275,-1.465461974,0.006828905,0.125138507,1.410108447,-2.078334096,0.343666615,-1.472290879,-2.422000711,-94.9249,49.479
106339,6,1175.180914,3.8,4.28,51.5,16040000,21.4788,2,0.056836171,0.168481085,-2.867582339,-1.780931792,0.075582712,0.375531703,-2.582527696,-0.979412383,-1.086650547,-1.603115313,-122.0231,49.4381
106351,2.1,1169.133143,6.1,1.27,1622.6,7710000,21.0938,2,0.707332945,2.565624519,-0.346253798,0.942201926,0.628238863,2.620423972,-0.46483483,0.963336126,-1.288455724,-1.428170956,-121.7,49.3414
106352,4.6,1207.705142,13.5,9.13,72.5,123740000,19.0432,2,0.013279146,0.157598591,-4.321560418,-1.847704041,0.017908171,0.328985785,-4.022498203,-1.111740735,-2.473856377,-2.910757468,-98.4008,49.2962
106358,6.3,1169.518857,6.7,2.6,612.6,17410000,21.0938,2,0.202500726,1.030634725,-1.597011807,0.03017485,0.208047555,1.318704031,-1.569988596,0.27664946,-1.627186658,-1.846638056,-89.4814,49.1398
106359,2.75,1216.578629,8.4,6.2,333.5,51830000,19.3241,2,0.057400191,0.496140352,-2.857707654,-0.700896424,0.061963025,0.734853701,-2.781217443,-0.308083846,-2.15681123,-2.473133597,-103.0157,49.0519
106363,3,1169.104571,4.6,3.68,995.1,16850000,21.926,2,0.232872394,1.23905039,-1.457264639,0.214345272,0.228480455,1.430544422,-1.476304609,0.358055087,-1.671609911,-1.834359696,-108.2578,49.0808
106373,2.5,1185.902171,3,8.09,152.7,24340000,21.8091,2,0.060187163,0.268743805,-2.810296193,-1.313996752,0.071388545,0.474916416,-2.639617852,-0.744616456,-1.496299441,-1.895001396,-114.0508,49.0074
106378,2.4,1190.285714,2.3,3.69,523.5,8640000,21.6474,2,0.291719988,0.813089741,-1.231960882,-0.206913792,0.282907703,1.082283344,-1.262634573,0.079073017,-1.02504709,-1.34170759,-104.3086,49.0005
106380,2.2,1166.872343,5.1,1.79,101.7,9220000,21.6637,2,0.148892973,0.367337446,-1.90452753,-1.001474383,0.184768292,0.696033749,-1.688652715,-0.36235713,-0.903053148,-1.326295584,-99.8403,48.9679
106388,5.9,1182.754629,3.7,2.24,264.7,8230000,21.926,2,0.238198188,0.630241864,-1.434652229,-0.461651622,0.261103662,0.969130941,-1.342837776,-0.031355546,-0.973000607,-1.311482231,-100.3536,48.9812
106390,4.4,1183.538743,2.5,4.97,725,12530000,21.926,2,0.235528465,0.897566503,-1.445923502,-0.108068063,0.227128119,1.116063973,-1.48224102,0.109808185,-1.337855438,-1.592049206,-114.305,48.9593
106396,4,1168.000571,8.3,6.19,589.3,51570000,21.6637,2,0.069728233,0.72048765,-2.663149979,-0.327827004,0.077813268,0.940722052,-2.553443328,-0.061107558,-2.335322975,-2.49233577,-100.3091,48.9345
106397,3.7,1167.784571,5.6,2.03,1636.8,11310000,21.6637,2,0.464590084,2.155551948,-0.766599803,0.768046815,0.426109526,2.211242849,-0.853058863,0.793554733,-1.534646618,-1.646613596,-99.9689,48.9272
106398,3,1164.914286,4.9,1.06,2155.1,5210000,21.926,2,1.108238339,3.310800769,0.102771672,1.197190084,0.959987177,3.167824946,-0.040835352,1.153045215,-1.094418412,-1.193880567,-119.6263,48.899
106402,0.4,468.4571429,11.8,1.85,316.1,21820000,17.4249,1,0.077720135,0.761705075,-2.554640917,-0.272195839,0.037813659,1.123254269,-3.275084896,0.116230069,-2.282445079,-3.391314965,-124.8854,48.9093
106409,3.2,1179.568,14,7.95,411.8,111500000,21.6474,2,0.030854923,0.517750572,-3.478458978,-0.658261674,0.038147199,0.734319507,-3.266302947,-0.308811049,-2.820197304,-2.957491898,-104.0457,48.891
106411,3,1181.371429,4.4,1.56,2336.4,6860000,21.926,2,0.85135416,3.009744424,-0.160927068,1.101855166,0.732280275,2.843443511,-0.311591949,1.045015822,-1.262782234,-1.356607771,-122.6879,48.8637
106413,9,1251.893714,6,2.92,241.4,17560000,21.8091,3,0.214265547,0.76410539,-1.540539159,-0.269049554,0.195859559,1.136113733,-1.630357415,0.127613433,-1.271489605,-1.757970847,-99.7598,48.8748
106417,11.3,334.5229715,6.2,2.17,143.4,13420000,19.0618,3,0.261773118,0.608992255,-1.340277113,-0.495949728,0.206429228,1.012133201,-1.577797649,0.012060183,-0.844327385,-1.589857832,-119.518,48.8836
106424,9.2,1190.665714,5,1.42,159.7,7050000,21.9478,3,0.410803015,0.768821571,-0.889641462,-0.262896364,0.378894754,1.240572422,-0.970496806,0.215572904,-0.626745098,-1.18606971,-114.9502,48.8651
106431,6.1,371.5428571,1.6,2.14,0.3,3370000,19.7456,2,0.020323151,0.007585438,-3.895994601,-4.88152498,0.038863447,0.05234895,-3.247701131,-2.949823404,0.985530379,-0.297877727,-102.6403,48.8641
106432,4,1166.957714,3.7,1.15,1807,4220000,21.6637,2,1.173107689,2.859606389,0.159656372,1.050683989,0.998886487,2.848086831,-0.001114134,1.046647482,-0.891027617,-1.047761615,-119.5521,48.8103
106438,2.4,1164.181486,6.8,4.46,801.1,30320000,21.926,2,0.128919326,0.998753427,-2.048568453,-0.001247351,0.135963749,1.212967316,-1.995366979,0.193069685,-2.047321102,-2.188436664,-112.2266,48.8103
106441,2.7,1169.6,3.6,1,32.8,3580000,21.6637,2,0.200840488,0.219031193,-1.605244277,-1.518541124,0.267914256,0.529060378,-1.317088289,-0.636652718,-0.086703153,-0.680435571,-91.2084,48.7596
106443,0.9,1304.262857,13.7,1.05,467.6,14500000,19.1953,1,0.126103953,1.222831759,-2.070648684,0.201169283,0.069331611,1.640945062,-2.668854333,0.495272333,-2.271817968,-3.164126666,-121.1085,48.7077
106445,5.5,1199.673371,2.2,1.26,21.8,2830000,21.9478,2,0.188788992,0.153441995,-1.667125329,-1.874432663,0.255209505,0.406988365,-1.365670485,-0.898970681,0.207307334,-0.466699804,-114.8168,48.7113
106451,2.8,1191.195429,3,2.28,466.3,6890000,21.9478,2,0.360186537,0.906657303,-1.021133224,-0.097990736,0.362200647,1.230166484,-1.015556948,0.207149513,-0.923142488,-1.222706461,-93.1121,48.6989
106454,21.1,1185.017371,5.7,1.39,557.3,7900000,21.6474,3,0.69981531,1.755858165,-0.356938822,0.56295772,0.560365096,2.14763407,-0.579166751,0.764366804,-0.919896542,-1.343533555,-101.7168,48.6883
106455,1.2,1310.6968,11.9,1.11,749.8,13150000,19.1953,1,0.166548593,1.630333509,-1.792468165,0.488784601,0.085669214,1.972034868,-2.457261744,0.679065937,-2.281252765,-3.136327681,-102.401,48.6494
106457,3,1184.906857,7.3,5,1333.5,36410000,21.8091,2,0.140081376,1.334168384,-1.965531772,0.288308165,0.140102571,1.449638192,-1.965380474,0.371314002,-2.253839936,-2.336694476,-122.391,48.6651
106462,7.9,1171.328686,5,2.11,1686.4,10490000,21.926,3,0.85892288,3.087313771,-0.152076139,1.127301383,0.614312331,2.97164809,-0.487251798,1.089116711,-1.279377522,-1.576368509,-103.1761,48.6488
106478,5.3,1171.3704,17.7,1.82,777.3,32100000,21.6637,2,0.151449261,1.38089534,-1.887504624,0.322732086,0.169893532,1.668094838,-1.772583322,0.511682159,-2.210236709,-2.284265481,-103.1461,48.6384
106479,14,1172.146971,6.3,5.63,987.9,35420000,21.926,3,0.210292833,1.493450319,-1.559254279,0.401089093,0.169429155,1.639711617,-1.775320407,0.494520383,-1.960343372,-2.26984079,-99.9497,48.6301
106490,6.7,1203.744,5.2,4.72,4036.7,24410000,21.9478,2,0.324689708,2.815247202,-1.124885296,1.035050074,0.277370327,2.391679245,-1.282401746,0.871995732,-2.15993537,-2.154397479,-96.4696,48.6086
106491,3.7,1176.184571,5.8,6.35,125.6,37040000,21.6474,2,0.042531842,0.25951276,-3.157502258,-1.348949407,0.054473691,0.477324906,-2.910037426,-0.739557876,-1.80855285,-2.17047955,-100.6511,48.5799
106499,5.2,1165.598629,4,1.35,44.4,5460000,21.926,2,0.157620694,0.237993076,-1.847563804,-1.435513697,0.209759077,0.539749345,-1.561795661,-0.616650423,-0.412050107,-0.945145238,-102.6224,48.5359
106502,8,1200.041143,5.8,4.7,1255.1,27440000,21.9478,3,0.300632195,1.871874274,-1.201867705,0.626940215,0.232112502,1.944357698,-1.460533103,0.66493169,-1.82880792,-2.125464793,-103.6682,48.5565
106503,4,1165.552229,4.7,2.63,824.2,12460000,21.926,2,0.292243609,1.245936363,-1.230167548,0.219887346,0.290212083,1.493034844,-1.237143304,0.400810856,-1.450054894,-1.63795416,-97.3399,48.5369
106508,3.4,1320.282286,8.4,1.26,523.5,10630000,19.1953,2,0.350813723,1.227687873,-1.047499899,0.205132623,0.336577593,1.610715773,-1.088926567,0.47667866,-1.252632522,-1.565605226,-119.751,48.545
106515,13.613,920.1900571,5.8,7.35,70.3,42800000,21.9661,3,0.048359077,0.239271472,-3.029101339,-1.430156506,0.05261149,0.473366789,-2.944820746,-0.747884738,-1.598944832,-2.196936008,-104.2056,48.5267
106516,2.5,1166.088343,5.2,5.38,232.2,27780000,21.6637,2,0.073052432,0.413392401,-2.616577848,-0.883358012,0.085901743,0.662141281,-2.454551155,-0.41227633,-1.733219836,-2.042274825,-116.4527,48.5127
106517,3.8,1164.004571,4.3,4.75,445.4,20320000,21.6637,2,0.130535031,0.664016506,-2.036113652,-0.409448271,0.139112421,0.919165654,-1.972472885,-0.084288918,-1.626665381,-1.888183967,-123.3974,48.5267
106522,9.4,976.0421714,8.8,4,32,35020000,19.4883,3,0.049396685,0.180548598,-3.00787197,-1.711755294,0.053183447,0.421738942,-2.934008083,-0.863368778,-1.296116677,-2.070639304,-92.4936,48.5102
106523,2.85,905.8285715,1.7,1.31,1932.7,2170000,22.1035,2,1.894733336,2.842625597,0.639078109,1.044728131,1.503659155,2.794210518,0.407901574,1.027549605,-0.405650022,-0.61964803,-92.8826,48.503
106524,5.7,1188.914286,3.2,1.29,493.2,4090000,21.926,2,0.620343212,1.17011547,-0.477482387,0.157102436,0.612094742,1.55607749,-0.490868201,0.442168225,-0.634584823,-0.933036426,-113.295,48.5024
106526,8.6,1161.828571,5.1,1.22,123.1,6160000,21.6637,3,0.419156543,0.687302977,-0.869510817,-0.374980069,0.3929138,1.172447215,-0.934165028,0.159093201,-0.494530748,-1.093258229,-122.6169,48.4394
106529,2.3,908.8870858,2.4,3.05,877.1,7270000,22.1035,2,0.431124692,1.226017886,-0.841357923,0.203771426,0.399644345,1.451953641,-0.917180266,0.372909988,-1.045129349,-1.290090254,-92.8124,48.423
106531,12.2,1081.778286,1.7,1.28,153.2,2200000,22.8192,3,0.979073703,0.778583968,-0.021148356,-0.250278435,0.836940155,1.266171595,-0.17800271,0.235997856,0.22913008,-0.414000566,-112.4495,48.4257
106534,6.1,1172.646629,6.2,4.61,1082.3,28520000,21.926,2,0.154583135,1.200693314,-1.867023237,0.182899152,0.156202261,1.364836876,-1.856603568,0.311034916,-2.049922389,-2.167638485,-108.3283,48.4196
106535,13.7,1198.725829,3.8,5.7,2052.6,21640000,21.9478,3,0.432986824,2.398346254,-0.837047981,0.874779439,0.304442295,2.239902936,-1.189273716,0.806432533,-1.71182742,-1.995706249,-107.0069,48.415
106536,16.5,1190.466857,4.8,1.73,436.9,8270000,21.6474,3,0.570615204,1.376862231,-0.561040195,0.319807165,0.464902053,1.782574182,-0.765928534,0.578058489,-0.88084736,-1.343987023,-107.609,48.4034
106539,7.5,1199.128571,2.8,2.01,2701.4,5600000,21.9478,3,1.754298952,4.280963928,0.562069319,1.454178201,1.116816597,3.709874969,0.110482314,1.310998175,-0.892108882,-1.200515861,-122.23,48.3815
106540,1.9,1175.069029,5.7,1.9,136.2,10840000,21.926,1,0.067410384,0.434636947,-2.696956215,-0.833244201,0.044849275,0.772586598,-3.104447866,-0.258011176,-1.863712013,-2.84643669,-92.6732,48.3646
106544,2.8,1169.582857,6.7,2.85,2036.2,19000000,21.926,2,0.318396042,2.183192011,-1.144459257,0.780788031,0.296831728,2.143635443,-1.214589874,0.762503193,-1.925247289,-1.977093067,-92.5276,48.3489
106547,8.4,1166.042514,5.3,1.53,46.3,8020000,21.6637,3,0.203294321,0.332355377,-1.593100493,-1.10155047,0.215563315,0.706179703,-1.534500609,-0.347885537,-0.491550023,-1.186615072,-102.1739,48.3503
106555,4.4,1194.342857,3.7,2.4,4066.7,8780000,21.9478,2,0.825870295,3.666552246,-0.191317545,1.299251778,0.664501604,3.081659221,-0.408717988,1.12546816,-1.490569323,-1.534186148,-112.7101,48.3504
106565,3.8,1169.233486,5.2,1.9,1933.9,9860000,21.926,2,0.563146709,2.465880717,-0.574215101,0.902549033,0.507104727,2.435690179,-0.679037735,0.890230158,-1.476764134,-1.569267893,-100.756,48.3278
106571,2.4,1166.541029,4.9,4.09,297.2,20000000,21.926,2,0.111890433,0.539688758,-2.190235167,-0.616762679,0.127280687,0.815445048,-2.061360496,-0.204021244,-1.573472488,-1.857339252,-92.6003,48.3399
106572,6.15,1200.364229,3.5,9.71,286.9,33640000,21.3108,2,0.06172682,0.378555398,-2.785036755,-0.971392855,0.068102003,0.583202613,-2.686748654,-0.539220618,-1.8136439,-2.147528035,-92.4885,48.3364
106579,3.9,1029.142857,4.5,1.37,149.2,6190000,19.4883,2,0.284184351,0.522991445,-1.258132129,-0.648190173,0.294807809,0.907065367,-1.221431629,-0.097540762,-0.609941956,-1.123890868,-122.0086,48.3205
106586,5,1266.195658,3.8,1.85,505.6,7030000,21.5119,2,0.392384111,1.035712321,-0.935514043,0.035089422,0.389889984,1.376441805,-0.941890671,0.319501767,-0.970603466,-1.261392438,-99.117,48.3351
106594,3.7,1177.829257,3.8,1.14,333,4370000,21.6637,2,0.514898206,0.948892307,-0.663786056,-0.052459967,0.532896497,1.374273274,-0.629428063,0.317925064,-0.611326089,-0.947353126,-92.4081,48.2818
106610,15.6,887.3371428,3.5,1.49,9891.3,5130000,21.6782,3,3.767023547,11.22444956,1.326285179,2.418094395,2.066145603,7.267924705,0.725684844,1.983470791,-1.091809216,-1.257785947,-117.1133,48.3025
106613,3.1,1189.305486,8.7,2.35,516.7,20400000,21.926,2,0.163815925,0.958447244,-1.809011891,-0.042440758,0.18226208,1.271729107,-1.702309629,0.240377476,-1.766571132,-1.942687104,-92.3759,48.2998
106614,22.9,1127.026171,2.7,1.19,1182.6,3170000,22.8192,3,1.977623185,3.048818684,0.681895712,1.114754199,1.402288683,3.150186566,0.338105675,1.147461678,-0.432858487,-0.809356003,-117.3358,48.2752
106620,11.7,1194.167086,4.1,5.63,786.4,23170000,21.9478,3,0.261085074,1.286400429,-1.34290897,0.251847953,0.20631764,1.485566463,-1.578338355,0.395796156,-1.594756924,-1.974134512,-115.8525,48.2479
106624,0.7,357.5425142,8.7,4.79,99.3,41600000,12.5756,1,0.029226566,0.24794313,-3.5326772,-1.394555872,0.011736781,0.478585022,-4.445027725,-0.736921399,-2.138121328,-3.708106326,-118.3843,48.2742
106625,6.6,1199.951657,5.5,7.11,8593.9,39350000,21.9478,2,0.297662266,3.944410734,-1.211795769,1.372299573,0.238041669,2.850276261,-1.435309542,1.047415923,-2.584095342,-2.482725465,-115.945,48.2645
106626,3,1174.178514,3.7,1.4,875.7,5220000,21.926,2,0.674892796,1.650906104,-0.393201422,0.501324291,0.635107969,1.935473127,-0.453960265,0.660351807,-0.894525713,-1.114312071,-98.8936,48.2535
106629,34.429,739.6228572,6,1.83,63.1,11000000,22.292,4,0.313058747,0.440361543,-1.161364416,-0.8201592,0.264683251,0.835302238,-1.329221448,-0.179961658,-0.341205215,-1.149259789,-108.3952,48.2509
106630,10.9,1163.664229,4,1.69,33.6,6710000,21.6637,3,0.195413237,0.259383228,-1.6326388,-1.349448666,0.20940185,0.592475505,-1.563500146,-0.523445749,-0.283190134,-1.040054397,-98.8324,48.2473
106636,2,1172.265829,3.1,1.37,561.2,4220000,21.926,1,0.292083029,1.244248847,-1.230717172,0.218532012,0.153428038,1.609305965,-1.874523628,0.475803009,-1.449249183,-2.350326636,-114.1172,48.2435
106643,8,1209.984343,6.7,1.27,1554.3,8460000,21.9478,3,1.096282229,3.555915979,0.091924663,1.26861269,0.801411786,3.461386862,-0.221380374,1.241669336,-1.176688026,-1.46304971,-114.1172,48.2435
106645,2.4,1168.571429,3.2,1.1,4109.7,3550000,21.6637,2,2.030519329,4.979363928,0.708291587,1.605302158,1.548373377,4.13176403,0.437204946,1.418704442,-0.89701057,-0.981499496,-101.9106,48.2416
106646,4.8,1193.951086,7,6.21,759.1,43160000,21.8091,2,0.088957434,0.84924018,-2.419597289,-0.163413236,0.095164944,1.048413555,-2.352143636,0.047278122,-2.256184053,-2.399421757,-90.8307,48.1928
106655,3.4,1170.064,2.8,1,135.4,2770000,21.926,2,0.475301426,0.553792472,-0.743806095,-0.590965262,0.531132048,0.977209962,-0.632744611,-0.023053745,-0.152840834,-0.609690866,-98.8619,48.2129
106660,10.4,392.9136,5.9,1.15,589.4,6820000,19.0618,3,1.006909333,1.95869749,0.006885573,0.672279706,0.657811899,2.360184536,-0.418836257,0.858739809,-0.665394133,-1.277576066,-98.9552,48.2079
106662,9.9,1162.214629,38.4,2.34,385.1,89800000,21.6637,3,0.08217587,1.129101426,-2.498893573,0.121422118,0.085456086,1.5093516,-2.45975265,0.411680155,-2.620315691,-2.871432805,-101.1502,48.2038
106670,15.1,1200.569028,3.9,6.45,1407.2,25290000,21.6474,3,0.316628709,1.786753279,-1.150025458,0.580400162,0.231256646,1.817231478,-1.464227163,0.597314177,-1.73042562,-2.06154134,-92.7445,48.1932
106671,5.7,1167.950171,11.5,3.37,1966.1,38900000,21.926,2,0.176018778,2.000906732,-1.737164594,0.693600444,0.175345377,1.984419067,-1.740997666,0.68532621,-2.430765038,-2.426323875,-92.1124,48.1795
106674,5.1,1176.912229,9.8,7.25,2616.1,71200000,21.6474,2,0.107632941,1.798040417,-2.229028533,0.586697415,0.103522732,1.691244629,-2.267964056,0.525464725,-2.815725947,-2.79342878,-117.7898,48.184
106677,51.3,1120.176686,2,1.14,948.3,2290000,22.8192,4,4.143706174,3.108916971,1.421590598,1.134274425,2.308998243,3.21550742,0.83681377,1.167985174,0.287316174,-0.331171405,-92.4725,48.1764
