"","ID","Chla","Depth","Area","WRT","Vol","T","TI","TrophicIndex"
"1446","105160",6.2,4.7,1.51,185.1,7050000,17.530518,"1","2"
"1447","105161",5.8,3.1,1.01,308.4,3090000,17.530518,"1","2"
"1448","105164",2.5,5.4,1.36,60.3,7400000,17.641541,"1","2"
"1449","105168",1.6,8.4,8.4,1584.3,70360000,17.641541,"1","1"
"1450","105169",3,3.4,1.67,1167.1,5650000,17.641541,"1","2"
"1451","105172",29.2,2.3,1.09,743.3,2500000,18.88298,"2","3"
"1452","105173",6.4,4.7,1.13,282.6,5320000,17.641541,"1","2"
"1453","105179",4.8,2.6,1.22,43.9,3140000,17.530518,"1","2"
"1454","105181",0.9,5.5,1.13,1683.5,6250000,17.641541,"1","1"
"1455","105184",5.2,3.9,1.3,458.4,5070000,15.542197,"1","2"
"1456","105197",4,3.6,1.04,446.2,3740000,17.530518,"1","2"
"1457","105199",6.7,3.2,1.72,742.4,5450000,17.641541,"1","2"
"1458","105205",2.2,5.2,1.09,169.2,5640000,17.641541,"1","2"
"1459","105211",2.7,3.8,1.1,477,4160000,17.641541,"1","2"
"1460","105216",3,4.6,2.67,209.5,12280000,17.530518,"1","2"
"1461","105222",3.5,2.5,9.36,401.2,23500000,17.530518,"1","2"
"1462","105223",7.2,3.6,1.34,1236.2,4810000,17.641541,"2","3"
"1463","105225",12.3,2.3,1.11,1305.1,2590000,18.953631,"2","3"
"1464","105226",2.4,4.5,1.23,2010.9,5560000,17.530518,"1","2"
"1465","105229",15.2,3.9,2.33,125.3,9050000,17.611262,"2","3"
"1466","105238",4.9,3.2,3.14,646.3,1e+07,18.953631,"1","2"
"1467","105243",2.2,5.3,2.7,959.1,14420000,17.641541,"1","2"
"1468","105246",4.8,7.1,6.64,433.9,47390000,17.530518,"1","2"
"1469","105251",6,3,1.43,1737.8,4350000,17.611262,"1","2"
"1470","105255",10.4,1.3,1.14,312.2,1460000,19.074747,"2","3"
"1471","105258",4.5,6.5,4.7,484.1,30410000,17.530518,"1","2"
"1472","105260",1.9,5.3,1.05,1505.3,5590000,15.542197,"1","1"
"1473","105269",20.3,7.9,6.65,939.2,52670000,17.641541,"2","3"
"1474","105271",13.8,5,1.45,901.8,7250000,17.530518,"2","3"
"1475","105275",6.4,4.1,1.03,52,4210000,17.641541,"1","2"
"1476","105282",6.4,4.6,1.24,430.5,5650000,17.611262,"1","2"
"1477","105287",0.1,10,2.27,51.1,22770000,16.884566,"1","1"
"1478","105295",1.5,6.1,2.07,1816.3,12550000,17.641541,"1","1"
"1479","105302",55.2,3.4,2.27,144.7,7650000,18.88298,"3","4"
"1480","105305",1.4,5.9,3.82,1850.4,22540000,17.641541,"1","1"
"1481","105309",3,5.8,1.41,1.6,8200000,17.278193,"1","2"
"1482","105310",34.3,4.4,2.38,884,10460000,17.641541,"3","4"
"1483","105311",4,5.7,1.08,1681.1,6100000,17.641541,"1","2"
"1484","105319",8.5,3.5,2.19,1298.3,7740000,17.611262,"2","3"
"1485","105323",11.35,4.6,1.94,301,9e+06,17.762657,"2","3"
"1486","105326",2.6,3.4,1.73,49.3,5810000,17.641541,"1","2"
"1487","105327",2.3,3.5,2.46,381.2,8630000,19.165584,"1","2"
"1488","105336",3.9,5.5,1.38,3143.3,7600000,17.530518,"1","2"
"1489","105339",3.4,8.2,2.53,423.3,20700000,17.641541,"1","2"
"1490","105340",7.5,3.9,9.42,2379.1,3.7e+07,17.530518,"2","3"
"1491","105347",1.5,4.2,1.09,1371.2,4620000,17.641541,"1","1"
"1492","105353",12.1,5.5,1.21,677.3,6610000,17.762657,"2","3"
"1493","105354",2.3,3.7,1.88,1704.6,6920000,18.146191,"1","2"
"1494","105377",5.6,3.8,1.34,770.3,5060000,17.530518,"1","2"
"1495","105383",2.6,4.7,1.82,1204.4,8640000,17.641541,"1","2"
"1496","105387",14.5,1.8,2.19,183,4030000,18.226935,"2","3"
"1497","105388",9.7,3.5,1.21,164.1,4200000,17.954424,"2","3"
"1498","105391",7.2,9.5,1.17,168.5,11050000,15.400895,"2","3"
"1499","105399",4.7,7.7,4.32,66.2,33100000,17.197449,"1","2"
"1500","105409",1.6,4.3,1.19,152.4,5080000,17.984703,"1","1"
"1501","105412",2.05,15.7,1.13,542.6,17810000,17.792936,"1","2"
"1502","105413",4,9.4,2.05,2777.8,19200000,13.503411,"1","2"
"1503","105421",19.7,9.1,1.29,791,11820000,18.004889,"2","3"
"1504","105423",130,8.1,1.22,117.1,9880000,21.396137,"3","4"
"1505","105426",1.9,5.2,1.13,329.4,5860000,17.954424,"1","1"
"1506","105430",1.1,6.9,4.91,931.9,33980000,17.954424,"1","1"
"1507","105434",1.885,12.7,1.98,4.4,25130000,17.792936,"1","1"
"1508","105438",0.8,12.9,1.84,4.3,23720000,17.792936,"1","1"
"1509","105445",10.9,12.9,1.08,503.4,13880000,18.004889,"2","3"
"1510","105448",39.2,4.9,4.01,173.7,19700000,18.004889,"3","4"
"1511","105450",3.5,3,1.68,242.3,5050000,16.46066,"1","2"
"1512","105452",2.2,4.5,1.53,1622.8,6870000,17.813122,"1","2"
"1513","105453",51.5,2.4,2.28,9,5550000,17.813122,"3","4"
"1514","105459",3,3.3,1.62,187.4,5390000,16.46066,"1","2"
"1515","105462",2.5,5.2,1.7,116.6,8820000,17.984703,"1","2"
"1516","105463",1.8,8.2,2.67,43,21900000,17.197449,"1","1"
"1517","105477",132,16.5,1.41,476.4,23300000,17.792936,"3","4"
"1518","105482",13.9,27.3,2.76,4458.4,75500000,17.197449,"2","3"
"1519","105497",12.3,4.9,2.47,3385.1,11990000,18.519632,"2","3"
"1520","105500",2.2,2.7,1.12,12.9,3070000,17.97461,"1","2"
"1521","105507",3.8,7,6.21,55.9,43690000,17.813122,"1","2"
"1522","105510",9.4,3.9,1.81,36.1,7e+06,17.813122,"2","3"
"1523","105514",1,5.8,2.67,940,15430000,17.278193,"1","1"
"1524","105517",10.4,4.8,4.09,26.2,19450000,17.813122,"2","3"
"1525","105524",4,5.1,1.73,2256.4,8770000,17.954424,"1","2"
"1526","105530",6.5,3.8,1.01,267.9,3840000,17.954424,"1","2"
"1527","105536",1.6,4.9,1.6,11.6,7860000,17.984703,"1","1"
"1528","105548",2.6,31.8,6.78,248.7,215900000,13.079505,"1","2"
"1529","105553",3.7,2.4,3.99,5.5,9750000,18.226935,"1","2"
"1530","105555",3.1,10.7,9.84,565.3,105640000,17.813122,"1","2"
"1531","105561",1.9,18.1,8.25,1642.6,149300000,17.984703,"1","1"
"1532","105563",1.7,5.7,2.65,266.2,15200000,15.633034,"1","1"
"1533","105565",12.4,5.2,3.27,1833.4,16950000,17.813122,"2","3"
"1534","105574",2.1,3.3,1,246.2,3280000,17.954424,"1","2"
"1535","105577",18.2,3.6,1.93,695.9,6850000,17.813122,"2","3"
"1536","105582",3.8,83,4.83,18486.2,400900000,17.954424,"1","2"
"1537","105595",8.8,3,2.26,434.2,6830000,17.813122,"2","3"
"1538","105602",9.3,3.6,5.77,1822,20620000,17.97461,"2","3"
"1539","105610",9.8,2.6,7.32,105.1,19070000,17.97461,"2","3"
"1540","105614",3.8,3.9,1.03,793.3,3980000,16.46066,"1","2"
"1541","105619",3.8,6.7,4.47,216.1,29810000,17.278193,"1","2"
"1542","105648",4.4,3.1,1.37,119.6,4230000,16.894659,"1","2"
"1543","105651",2.9,9,1,717.9,9060000,17.984703,"1","2"
"1544","105667",13.9,2.2,2.22,230,4790000,18.711399,"2","3"
"1545","105668",15,7.4,1.61,1586.1,11920000,17.97461,"2","3"
"1546","105672",7,3.4,1.21,231.1,4130000,18.226935,"1","2"
"1547","105673",3.3,11,5.9,1077,64670000,16.894659,"1","2"
"1548","105714",4.4,2.6,2.23,148.9,5780000,18.226935,"1","2"
"1549","105716",6,21.2,9.2,388.9,194900000,11.535276,"1","2"
"1550","105719",9.3,5.9,2.77,3961.3,16430000,18.519632,"2","3"
"1551","105721",30.5,2.3,1.26,4793.6,2900000,18.842608,"3","4"
"1552","105727",12,8.9,1.18,502.4,10420000,18.428795,"2","3"
"1553","105750",17.2,2.5,1.41,30.4,3530000,17.197449,"2","3"
"1554","105765",2.3,13.2,4.87,2184.4,64360000,17.984703,"1","2"
"1555","105769",12.7,4.9,2.61,1261.9,12870000,17.954424,"2","3"
"1556","105771",8.5,1.1,3.69,1,3900000,17.954424,"2","3"
"1557","105772",4.1,6.7,1.46,468.7,9760000,17.984703,"1","2"
"1558","105780",4.2,8,9.61,303.9,76820000,17.984703,"1","2"
"1559","105792",8.6,7.4,4.69,168.9,34690000,16.935031,"2","3"
"1560","105801",1.2,2.2,1.32,1026.8,2930000,17.813122,"1","1"
"1561","105808",272,2.4,1.85,3742.4,4530000,18.842608,"3","4"
"1562","105823",2,1.3,2,639.2,2650000,17.954424,"1","1"
"1563","105826",4.6,6.4,6.82,344,43780000,17.813122,"1","2"
"1564","105828",30.6,1.5,1.57,270.4,2380000,18.226935,"3","4"
"1565","105831",3.8,3.4,1.43,1672.3,4910000,17.97461,"1","2"
"1566","105832",7,1.3,1.78,435.3,2330000,17.954424,"1","2"
"1567","105847",6.1,4.1,1.19,198.6,4860000,17.984703,"1","2"
"1568","105855",193.429,1.6,6.44,20.1,10400000,19.014189,"3","4"
"1569","105881",12.8,8.8,7.09,1083.8,62360000,17.984703,"2","3"
"1570","105884",5,5.2,4.76,1498.4,24860000,18.519632,"1","2"
"1571","105887",29,6.2,6.95,160.6,43280000,19.99321,"2","3"
"1572","105891",2.3,5.4,1.02,128,5440000,14.331037,"1","2"
"1573","105894",12.2,9.1,4.04,938.9,36670000,17.97461,"2","3"
"1574","105900",4.4,3.1,2.87,1036.8,8870000,17.813122,"1","2"
"1575","105902",34.2,2.8,3.02,1464,8600000,18.711399,"3","4"
"1576","105914",8.1,84.7,1.75,33.2,1.48e+08,17.954424,"2","3"
"1577","105917",4.4,4.4,2.31,1164.4,10060000,18.519632,"1","2"
"1578","105928",67.1,2.6,1.11,2591.6,2910000,18.994003,"3","4"
"1579","105946",2.2,5.6,2.88,886.9,16020000,17.954424,"1","2"
"1580","105960",8,6.3,3.62,2942.5,22630000,17.813122,"2","3"
"1581","105963",3.9,4.7,1.26,1144,5930000,17.97461,"1","2"
"1582","105972",15.8,5.7,3.96,1812.6,22550000,17.813122,"2","3"
"1583","105980",7.067,4.4,1.12,253.8,4930000,17.97461,"2","3"
"1584","105984",7.8,4.9,2.36,690.8,11640000,18.519632,"2","3"
"1585","105991",18,7.4,7.78,578.7,57500000,15.633034,"2","3"
"1586","106002",304.9,2.7,1.23,12728.8,3300000,18.842608,"3","4"
"1587","106003",4.3,2.7,1.25,88.8,3340000,16.46066,"1","2"
"1588","106014",10.4,4.1,1.56,141.3,6340000,17.954424,"2","3"
"1589","106027",1.5,4.2,1.53,25.9,6360000,16.46066,"1","1"
"1590","106030",6,4.3,1.22,152.9,5190000,17.984703,"1","2"
"1591","106045",2.6,9.2,9.39,795.8,86770000,17.813122,"1","2"
"1592","106048",1.4,3.7,1.22,571.4,4540000,17.954424,"1","1"
"1593","106055",2.3,6.4,4.78,1105.2,30650000,17.954424,"1","2"
"1594","106062",1.1,7.1,2.67,2220.2,18990000,17.954424,"1","1"
"1595","106068",3.5,8.8,7.85,830.5,69100000,18.519632,"1","2"
"1596","106070",14.9,4.3,3.36,5595.7,14500000,18.519632,"2","3"
"1597","106080",4,2.7,1.19,190.2,3270000,17.197449,"1","2"
"1598","106096",11.35,4.7,3.91,37.1,18390000,16.218428,"2","3"
"1599","106098",1.8,6.5,1.45,2802.9,9440000,17.97461,"1","1"
"1600","106104",5.6,7,2.96,580.5,20820000,17.97461,"1","2"
"1601","106123",3.4,2.6,1.95,339.6,5100000,17.984703,"1","2"
"1602","106127",3.4,3.9,1.14,848.9,4400000,17.97461,"1","2"
"1603","106130",2.2,5.2,1.48,960.3,7720000,17.954424,"1","2"
"1604","106137",26.8,3,1.07,79.9,3240000,19.811536,"2","3"
"1605","106150",8.1,2.8,1.33,87.4,3780000,18.226935,"2","3"
"1606","106155",4.1,9.7,3.97,925.7,38470000,18.519632,"1","2"
"1607","106168",22.9,2.2,1.56,264.7,3480000,17.984703,"2","3"
"1608","106180",7.4,3.7,3.54,1151.9,12940000,18.519632,"2","3"
"1609","106185",6.7,3,1.26,37.8,3750000,18.004889,"1","2"
"1610","106188",18.5,3.6,1.2,95.9,4300000,18.519632,"2","3"
"1611","106198",2.4,5.9,5.88,7935.5,34970000,18.519632,"1","2"
"1612","106206",3.4,8.8,1.1,2127.3,9740000,17.813122,"1","2"
"1613","106207",10.2,3.4,1.59,742.6,5390000,17.954424,"2","3"
"1614","106210",8.1,2.4,1.05,774.1,2470000,18.226935,"2","3"
"1615","106216",1.2,4.5,1.43,1175.6,6400000,17.97461,"1","1"
"1616","106220",10.5,3.2,2.21,103.4,7170000,17.97461,"2","3"
"1617","106223",3.8,2.8,2.63,1092.1,7450000,18.226935,"1","2"
"1618","106226",21.5,6,2.25,1651.3,13410000,19.014189,"2","3"
"1619","106230",9.2,23.3,2.49,72.5,58070000,14.421874,"2","3"
"1620","106231",69.133,12,2.07,410.6,24800000,19.639955,"3","4"
"1621","106240",17.3,6.4,5.39,438.3,34500000,17.984703,"2","3"
"1622","106255",5.2,2.5,6.58,252.4,16400000,18.519632,"1","2"
"1623","106256",3.6,8.7,6.17,1565.6,53700000,17.813122,"1","2"
"1624","106259",9.1,13.9,1.91,883.1,26400000,14.331037,"2","3"
"1625","106267",38.9,2.2,2.4,1777.7,5380000,18.842608,"3","4"
"1626","106268",7,4.9,1.48,4019.6,7290000,18.519632,"1","2"
"1627","106283",8.6,6,1.88,49.3,11250000,17.97461,"2","3"
"1628","106286",9.3,3,1.09,488.1,3290000,17.97461,"2","3"
"1629","106289",3.7,4.3,1.01,151.6,4400000,17.813122,"1","2"
"1630","106291",24.1,4.5,2.47,1006.2,11130000,18.519632,"2","3"
"1631","106298",8.2,3.6,2.04,45.7,7420000,17.97461,"2","3"
"1632","106303",6.8,5.8,4.25,276.4,24650000,18.519632,"1","2"
"1633","106305",2.7,3.3,1.06,2254.6,3510000,18.226935,"1","2"
"1634","106308",2.6,5,1.32,289.6,6550000,17.813122,"1","2"
"1635","106318",3.3,7.2,3.99,368.5,28690000,17.813122,"1","2"
"1636","106323",6.7,5.1,1.58,34.2,8080000,17.97461,"1","2"
"1637","106332",2.5,4.6,1.3,60.1,5970000,18.519632,"1","2"
"1638","106333",2,3.8,1.28,390.2,4790000,17.97461,"1","1"
"1639","106339",6,3.8,4.28,51.5,16040000,18.226935,"1","2"
"1640","106351",2.1,6.1,1.27,1622.6,7710000,17.813122,"1","2"
"1641","106352",4.6,13.5,9.13,72.5,123740000,15.925731,"1","2"
"1642","106358",6.3,6.7,2.6,612.6,17410000,17.813122,"1","2"
"1643","106359",2.75,8.4,6.2,333.5,51830000,16.218428,"1","2"
"1644","106363",3,4.6,3.68,995.1,16850000,18.660934,"1","2"
"1645","106373",2.5,3,8.09,152.7,24340000,18.509539,"1","2"
"1646","106378",2.4,2.3,3.69,523.5,8640000,18.368237,"1","2"
"1647","106380",2.2,5.1,1.79,101.7,9220000,18.408609,"1","2"
"1648","106388",5.9,3.7,2.24,264.7,8230000,18.660934,"1","2"
"1649","106390",4.4,2.5,4.97,725,12530000,18.660934,"1","2"
"1650","106396",4,8.3,6.19,589.3,51570000,18.408609,"1","2"
"1651","106397",3.7,5.6,2.03,1636.8,11310000,18.408609,"1","2"
"1652","106398",3,4.9,1.06,2155.1,5210000,18.660934,"1","2"
"1653","106402",0.4,11.8,1.85,316.1,21820000,12.857459,"1","1"
"1654","106409",3.2,14,7.95,411.8,111500000,18.368237,"1","2"
"1655","106411",3,4.4,1.56,2336.4,6860000,18.660934,"1","2"
"1656","106413",9,6,2.92,241.4,17560000,18.509539,"2","3"
"1657","106417",11.3,6.2,2.17,143.4,13420000,14.34113,"2","3"
"1658","106424",9.2,5,1.42,159.7,7050000,18.650841,"2","3"
"1659","106431",6.1,1.6,2.14,0.3,3370000,15.875266,"1","2"
"1660","106432",4,3.7,1.15,1807,4220000,18.408609,"1","2"
"1661","106438",2.4,6.8,4.46,801.1,30320000,18.660934,"1","2"
"1662","106441",2.7,3.6,1,32.8,3580000,18.408609,"1","2"
"1663","106443",0.9,13.7,1.05,467.6,14500000,15.986289,"1","1"
"1664","106445",5.5,2.2,1.26,21.8,2830000,18.650841,"1","2"
"1665","106451",2.8,3,2.28,466.3,6890000,18.650841,"1","2"
"1666","106454",21.1,5.7,1.39,557.3,7900000,18.368237,"2","3"
"1667","106455",1.2,11.9,1.11,749.8,13150000,15.986289,"1","1"
"1668","106457",3,7.3,5,1333.5,36410000,18.509539,"1","2"
"1669","106462",7.9,5,2.11,1686.4,10490000,18.660934,"2","3"
"1670","106478",5.3,17.7,1.82,777.3,32100000,18.408609,"1","2"
"1671","106479",14,6.3,5.63,987.9,35420000,18.660934,"2","3"
"1672","106490",6.7,5.2,4.72,4036.7,24410000,18.650841,"1","2"
"1673","106491",3.7,5.8,6.35,125.6,37040000,18.368237,"1","2"
"1674","106499",5.2,4,1.35,44.4,5460000,18.660934,"1","2"
"1675","106502",8,5.8,4.7,1255.1,27440000,18.650841,"2","3"
"1676","106503",4,4.7,2.63,824.2,12460000,18.660934,"1","2"
"1677","106508",3.4,8.4,1.26,523.5,10630000,15.986289,"1","2"
"1678","106515",13.613,5.8,7.35,70.3,42800000,18.630655,"2","3"
"1679","106516",2.5,5.2,5.38,232.2,27780000,18.408609,"1","2"
"1680","106517",3.8,4.3,4.75,445.4,20320000,18.408609,"1","2"
"1681","106522",9.4,8.8,4,32,35020000,15.935824,"2","3"
"1682","106523",2.85,1.7,1.31,1932.7,2170000,18.741678,"1","2"
"1683","106524",5.7,3.2,1.29,493.2,4090000,18.660934,"1","2"
"1684","106526",8.6,5.1,1.22,123.1,6160000,18.408609,"2","3"
"1685","106529",2.3,2.4,3.05,877.1,7270000,18.741678,"1","2"
"1686","106531",12.2,1.7,1.28,153.2,2200000,19.518839,"2","3"
"1687","106534",6.1,6.2,4.61,1082.3,28520000,18.660934,"1","2"
"1688","106535",13.7,3.8,5.7,2052.6,21640000,18.650841,"2","3"
"1689","106536",16.5,4.8,1.73,436.9,8270000,18.368237,"2","3"
"1690","106539",7.5,2.8,2.01,2701.4,5600000,18.650841,"2","3"
"1691","106540",1.9,5.7,1.9,136.2,10840000,18.660934,"1","1"
"1692","106544",2.8,6.7,2.85,2036.2,1.9e+07,18.660934,"1","2"
"1693","106547",8.4,5.3,1.53,46.3,8020000,18.408609,"2","3"
"1694","106555",4.4,3.7,2.4,4066.7,8780000,18.650841,"1","2"
"1695","106565",3.8,5.2,1.9,1933.9,9860000,18.660934,"1","2"
"1696","106571",2.4,4.9,4.09,297.2,2e+07,18.660934,"1","2"
"1697","106572",6.15,3.5,9.71,286.9,33640000,17.97461,"1","2"
"1698","106579",3.9,4.5,1.37,149.2,6190000,15.935824,"1","2"
"1699","106586",5,3.8,1.85,505.6,7030000,18.17647,"1","2"
"1700","106594",3.7,3.8,1.14,333,4370000,18.408609,"1","2"
"1701","106610",15.6,3.5,1.49,9891.3,5130000,18.317772,"2","3"
"1702","106613",3.1,8.7,2.35,516.7,20400000,18.660934,"1","2"
"1703","106614",22.9,2.7,1.19,1182.6,3170000,19.518839,"2","3"
"1704","106620",11.7,4.1,5.63,786.4,23170000,18.650841,"2","3"
"1705","106624",0.7,8.7,4.79,99.3,41600000,8.497283,"1","1"
"1706","106625",6.6,5.5,7.11,8593.9,39350000,18.650841,"1","2"
"1707","106626",3,3.7,1.4,875.7,5220000,18.660934,"1","2"
"1708","106629",34.429,6,1.83,63.1,1.1e+07,18.953631,"3","4"
"1709","106630",10.9,4,1.69,33.6,6710000,18.408609,"2","3"
"1710","106636",2,3.1,1.37,561.2,4220000,18.660934,"1","1"
"1711","106643",8,6.7,1.27,1554.3,8460000,18.650841,"2","3"
"1712","106645",2.4,3.2,1.1,4109.7,3550000,18.408609,"1","2"
"1713","106646",4.8,7,6.21,759.1,43160000,18.509539,"1","2"
"1714","106655",3.4,2.8,1,135.4,2770000,18.660934,"1","2"
"1715","106660",10.4,5.9,1.15,589.4,6820000,14.34113,"2","3"
"1716","106662",9.9,38.4,2.34,385.1,89800000,18.408609,"2","3"
"1717","106670",15.1,3.9,6.45,1407.2,25290000,18.368237,"2","3"
"1718","106671",5.7,11.5,3.37,1966.1,38900000,18.660934,"1","2"
"1719","106674",5.1,9.8,7.25,2616.1,71200000,18.368237,"1","2"
"1720","106677",51.3,2,1.14,948.3,2290000,19.518839,"3","4"
"1721","106678",10.1,2,1.29,563.8,2630000,18.650841,"2","3"
"1722","106691",5.9,4.2,1.48,614.8,6160000,18.650841,"1","2"
"1723","106693",31.3,4,2.01,31.2,8080000,18.408609,"3","4"
"1724","106694",14.5,3.2,1.47,3348,4630000,19.518839,"2","3"
"1725","106695",7,3.4,1.47,2391.4,4960000,18.650841,"1","2"
"1726","106697",4.4,3.5,3.6,237.9,12430000,18.660934,"1","2"
"1727","106700",3.6,4.4,1.03,1486.7,4500000,18.368237,"1","2"
"1728","106703",7.2,4.7,5.92,1701,27920000,18.368237,"2","3"
"1729","106715",5.467,8.1,9.24,78.8,74570000,15.986289,"1","2"
"1730","106723",6.7,3.4,1.57,91.5,5310000,18.660934,"1","2"
"1731","106726",12,2.5,8.06,56.5,19900000,16.299172,"2","3"
"1732","106728",8.1,3.9,1.17,6.8,4560000,18.408609,"2","3"
"1733","106730",7.9,4.3,1.88,88.1,8030000,18.660934,"2","3"
"1734","106732",5.4,25.3,6.18,3265.4,156300000,18.408609,"1","2"
"1735","106736",10.9,5.4,3.79,4164.6,20510000,18.650841,"2","3"
"1736","106740",31.65,1.7,2.99,7.4,5200000,18.792143,"3","4"
"1737","106742",3.4,3.2,1.46,66.9,4660000,18.660934,"1","2"
"1738","106746",13.9,3.8,1.04,6.2,4010000,18.368237,"2","3"
"1739","106747",12.6,3.3,1.77,2790.6,5790000,19.518839,"2","3"
"1740","106748",55.7,4.4,2.25,43.3,9830000,18.368237,"3","4"
"1741","106752",12.4,5.2,3.03,118.8,15800000,18.226935,"2","3"
"1742","106758",4.9,38.7,1.91,159.2,7.4e+07,14.34113,"1","2"
"1743","106763",3.2,8.3,5.59,649.5,46580000,18.509539,"1","2"
"1744","106765",7.2,3.6,3.34,1300.6,12140000,19.518839,"2","3"
"1745","106773",11,3,1.04,4042.4,3140000,18.650841,"2","3"
"1746","106781",4.6,4.9,1.58,44.8,7800000,18.660934,"1","2"
"1747","106790",1.7,4.5,1.36,1869.7,6140000,18.368237,"1","1"
"1748","106794",3.3,4.1,4.86,282.3,19760000,18.650841,"1","2"
"1749","106795",6.7,2.3,2.39,484.6,5480000,19.518839,"1","2"
"1750","106797",4.2,4.1,2.24,1638.1,9200000,18.509539,"1","2"
"1751","106802",8.3,3,1.07,1335.1,3230000,18.650841,"2","3"
"1752","106807",4.2,5.6,1.21,37.9,6730000,18.660934,"1","2"
"1753","106808",69.2,5.2,7.33,6106,37980000,18.317772,"3","4"
"1754","106819",5.7,4.4,1.46,260.5,6370000,18.509539,"1","2"
"1755","106822",5.2,3.7,2.05,625.9,7570000,18.650841,"1","2"
"1756","106823",2.9,5.1,2.51,617.8,12810000,18.660934,"1","2"
"1757","106834",1.58,12.7,1.71,369.8,21730000,16.15787,"1","1"
"1758","106835",3.8,5.3,7.18,464.9,38400000,18.650841,"1","2"
"1759","106836",7.1,3.1,1.99,33.5,6190000,18.660934,"2","3"
"1760","106838",27.4,6.7,3.16,466.1,21060000,18.509539,"2","3"
"1761","106842",16,5,2.49,624.9,12360000,18.509539,"2","3"
"1762","106847",5.3,3.4,1.66,560.5,5570000,18.17647,"1","2"
"1763","106850",3.5,10.8,2.79,20.1,30250000,15.935824,"1","2"
"1764","106855",2.6,4.7,2.44,5829.2,11580000,18.509539,"1","2"
"1765","106859",10.9,3.5,2.48,2735.4,8740000,19.518839,"2","3"
"1766","106861",7.4,5,2.46,346.7,12370000,18.509539,"2","3"
"1767","106862",3.8,5.2,1.01,548.3,5260000,18.660934,"1","2"
"1768","106865",2.7,3.2,2.28,43.3,7410000,16.612055,"1","2"
"1769","106866",7.3,3.3,1.11,45,3620000,18.650841,"2","3"
"1770","106874",6.8,2.2,1.22,150.1,2670000,18.650841,"1","2"
"1771","106875",36.5,2.8,1.26,28.4,3480000,18.650841,"3","4"
"1772","106878",3.4,10.7,9.48,36.7,101320000,15.794522,"1","2"
"1773","106886",2.7,4.2,1.13,172.9,4790000,16.612055,"1","2"
"1774","106889",4.5,5.2,1.89,2383.9,9890000,18.650841,"1","2"
"1775","106890",2.3,3.4,2.06,1342.1,6960000,18.17647,"1","2"
"1776","106891",4,4.9,1.76,527.1,8650000,18.226935,"1","2"
"1777","106895",136,1.9,1.31,157.7,2490000,16.86438,"3","4"
"1778","106901",9.1,2.9,1.58,94.5,4540000,18.226935,"2","3"
"1779","106906",5.5,3.3,1.94,30,6340000,18.660934,"1","2"
"1780","106907",4,4.2,1.34,412.1,5660000,18.660934,"1","2"
"1781","106909",8.5,6.9,8.84,1313.8,61070000,18.17647,"2","3"
"1782","106911",8.5,4.3,2.21,2064,9450000,18.650841,"2","3"
"1783","106912",6.1,3,1.81,163.6,5480000,21.820043,"1","2"
"1784","106926",5.3,4.3,3.26,101.2,14020000,16.773543,"1","2"
"1785","106927",4,2.7,1.02,604.8,2720000,18.660934,"1","2"
"1786","106930",3.8,3.3,1.27,16.6,4120000,18.650841,"1","2"
"1787","106938",3.9,3.1,1.7,0.4,5320000,17.97461,"1","2"
"1788","106941",20,2.4,1.47,589.5,3510000,19.518839,"2","3"
"1789","106942",7.5,6.7,4.47,2969.5,30020000,18.650841,"2","3"
"1790","106947",5.3,3.7,1.78,359.4,6680000,18.509539,"1","2"
"1791","106958",7,3.3,1.44,118.2,4800000,16.632241,"1","2"
"1792","106960",7.6,29.7,8.22,310.2,244200000,8.497283,"2","3"
"1793","106961",4.8,20.9,4.59,1765.5,96100000,18.650841,"1","2"
"1794","106962",9.8,3,2.73,3970.4,8230000,18.509539,"2","3"
"1795","106967",3.3,7.9,5.23,388.3,41300000,16.299172,"1","2"
"1796","106970",6.5,4.6,2.27,1132.5,10570000,18.660934,"1","2"
"1797","106972",8.3,3,1.44,269.4,4380000,18.226935,"2","3"
"1798","106973",2.4,10,2.75,360.3,27490000,16.96531,"1","2"
"1799","106975",16.6,3.7,1.15,247.7,4220000,18.509539,"2","3"
"1800","106979",2.7,3.3,1.12,60.6,3760000,16.612055,"1","2"
"1801","106991",4.6,3.5,1.23,133.5,4300000,18.660934,"1","2"
"1802","106992",40.4,2.8,1.25,300.8,3510000,18.17647,"3","4"
"1803","106993",5.5,4.4,1.66,10.7,7310000,18.660934,"1","2"
"1804","106996",47,2.1,1.21,337.2,2510000,19.518839,"3","4"
"1805","107000",2.2,5.1,2.4,230.4,12200000,18.660934,"1","2"
"1806","107002",10.7,3.4,1.28,518.5,4300000,18.17647,"2","3"
"1807","107004",3.1,2.2,1.75,29.2,3800000,18.226935,"1","2"
"1808","107006",16.275,10.2,8.15,225.6,82900000,18.650841,"2","3"
"1809","107007",12.5,2.9,1.13,2374.5,3280000,18.660934,"2","3"
"1810","107013",3.8,2.8,1.17,638.6,3310000,18.650841,"1","2"
"1811","107014",3.3,5.1,3.63,1354.7,18610000,18.650841,"1","2"
"1812","107015",3,3.1,1.4,1639.6,4390000,18.650841,"1","2"
"1813","107016",7.9,5.9,3.89,1830.6,22930000,18.650841,"2","3"
"1814","107019",6.5,5,4.98,3973.6,25060000,18.650841,"1","2"
"1815","107024",3.4,4.3,1.01,982.5,4330000,18.650841,"1","2"
