Id,Chla,Depth,Area,WRT,Vol,T
108032,90,5.9,2.17,709.7,12.69,15.542197
108037,4.6,5.7,2.02,974,11.45,15.875266
108038,44,2.8,1.7,410.6,4.75,18.398516
108047,1,5.9,4.17,1195.9,24.8,15.542197
108049,2.4,4.2,5.69,291.6,23.81,16.218428
108055,106.8,5,1.45,1069,7.3,16.218428
108058,373,3.6,4.18,448.8,15.24,18.994003
108061,107.1,4.7,1.93,337.8,8.99,18.459074
108063,2.7,4.6,1.26,376.1,5.82,18.17647
108066,10.9,5.6,6.03,53.9,33.9,18.459074
108069,203.8,2.9,1.01,597.3,2.89,19.69042
108073,8.1,6.6,1.57,177.3,10.34,16.218428
108075,4.75,7.1,4.94,912.3,34.84,16.218428
108077,3.267,6.5,3.48,702.6,22.52,16.218428
108082,6.6,7.2,3.4,353.4,24.39,15.875266
108085,2.367,14.6,7.16,3462.4,104.4,16.723078
108086,1.2,2.7,5.34,206.8,14.6,15.65322
108098,27.4,3,1.46,375.9,4.38,18.226935
108106,5.6,5.2,1.31,33.3,6.82,15.683499
108111,4.9,2.6,2.22,8210.3,5.67,18.398516
108123,15.5,6,6.85,205.4,41.18,19.528932
108130,4.5,3.2,1.18,200,3.79,20.39693
108131,9.4,11.2,2.52,2408.4,28.3,17.732378
108133,2.6,5.3,2.3,105.1,12.24,19.044468
108134,4.2,2.4,1.27,22.6,3.12,19.528932
108137,5.4,3.6,3.27,1203.8,11.65,18.337958
108142,2.8,5.3,1.94,696.2,10.29,20.063861
108143,11.5,5.9,4.33,1440.3,25.39,19.528932
108147,9.3,3.1,1.25,345.4,3.85,20.39693
108151,5.2,5.6,1.66,988.4,9.31,20.39693
108152,4.8,3.6,3.49,637,12.44,18.115912
108155,22.2,6.4,4.2,143.2,26.93,17.782843
108157,2.2,4.5,5.82,450.5,26.23,17.843401
108160,2.8,3.9,1.3,1119.5,5.13,20.39693
108161,6.6,4.8,1.19,582.5,5.69,20.39693
108164,2.2,3.3,1.07,38.5,3.56,17.116705
108165,4.2,4.2,1.24,2396.2,5.18,20.39693
108169,14.2,5.3,2.19,172.8,11.59,17.116705
108182,6.95,6.3,1.98,182.3,12.6,20.39693
108183,1.9,5.8,6.24,272.2,36.43,17.288286
108184,4.4,3.4,1.02,293.7,3.5,17.116705
108186,33.9,2.9,4.76,92.9,14,20.215256
108187,18.1,3.9,1.41,100.6,5.46,18.17647
108192,3,8.1,1.91,6.1,15.36,17.399309
108196,17.425,5.9,1.48,666.6,8.7,17.116705
108197,9.45,5.5,3.66,130.7,20.05,18.17647
108201,27.2,1.7,1.39,5.8,2.37,18.913259
108204,46.1,2.8,1.03,16.5,2.9,19.528932
108205,3.2,5.4,3.25,1059.5,17.48,20.39693
108209,2.9,4.3,1.42,6.6,6.08,18.17647
108211,48.5,2.1,1,1895.6,2.13,19.528932
108212,34,6.3,1.25,13.5,7.86,20.39693
108215,30.2,1,1.43,7.7,1.48,18.913259
108221,4.7,5.2,1.56,345,8.05,20.39693
108225,2.6,7.4,4.41,649.4,32.71,20.39693
108229,11.3,6.9,7.8,184.5,53.76,17.732378
108230,5.1,3.9,1.9,836.7,7.3,19.044468
108235,17.3,8.5,7.3,240.9,61.85,17.288286
108237,33.2,5.2,2.67,148.1,13.88,20.215256
108239,22,10,9,155.4,89.85,20.39693
108242,5.5,6.1,1,1037,6.09,17.116705
108244,5.6,7.6,4.14,594.3,31.47,17.288286
108247,2.4,6.8,2.54,507.2,17.18,16.96531
108250,35.8,4,1.83,34.1,7.31,19.528932
108251,5.5,2.9,4.01,67,11.5,16.127591
108252,6.8,3.1,1.01,605.4,3.14,20.39693
108253,2.8,7.3,5,941.6,36.61,17.086426
108254,8.5,5.4,3.48,363.5,18.91,18.822422
108255,48.6,3.4,1.4,249.1,4.78,19.014189
108260,38.875,5.1,2.13,156,10.89,17.288286
108263,7.9,3.1,1.74,982,5.35,19.014189
108264,21.5,4.8,2.92,226.6,14,17.288286
108267,3.5,2.5,1.24,1.7,3.09,17.116705
108269,13.6,6.1,3.8,719.7,23.32,17.116705
108273,4.4,7.1,3.85,49.7,27.25,20.39693
108286,5.1,4.8,2.67,53.1,12.9,17.288286
108287,2.3,6.4,1.81,738.4,11.61,17.399309
108289,7,4.4,1.93,1263.8,8.52,19.014189
108294,3.1,3.7,1.05,216.1,3.88,19.044468
108295,4.4,5.8,2.57,1291.3,14.84,17.288286
108296,3,3.8,1.36,1184.2,5.12,19.014189
108297,3.2,3.8,1.09,2.2,4.21,17.116705
108301,2.15,5.2,1.52,578.3,7.84,18.822422
108310,2,8.8,3.5,6.5,30.99,17.399309
108311,3.8,5.8,1.95,351.2,11.38,17.116705
108313,2.6,4.3,1.02,100,4.41,17.086426
108314,9.9,4.1,2.62,37.1,10.82,17.288286
108315,13.6,5.5,1.47,1844.9,8.13,20.39693
108317,4.1,3.8,9.1,91.3,34.98,20.467581
108318,10.5,7,6.12,342.5,42.65,17.116705
108320,7.9,5.2,6.36,37.2,33,16.692799
108321,7.3,9.8,4.6,1952,45.2,19.528932
108322,38.8,3.8,1.27,2.1,4.79,18.17647
108323,6.5,6,5.43,145.3,32.53,17.288286
108325,13.4,1.6,1.44,1516.2,2.36,18.963724
108333,45.5,6.4,1.11,38.5,7.09,18.822422
108336,10.7,4.7,1.32,21.3,6.14,20.39693
108341,2.8,3.9,3.82,1818.3,14.77,19.528932
108342,1.8,2.9,1.83,369.2,5.39,17.116705
108346,15,5.2,2.64,57.3,13.72,17.288286
108356,5.4,4.5,2.05,677.5,9.19,17.086426
108358,11.2,6.3,1.94,1545.1,12.28,20.063861
108359,8.8,5.1,3.68,359.5,18.73,19.044468
108360,7.1,7.4,5.13,704.9,37.7,17.288286
108362,19.4,2.7,2.24,261.8,6.04,19.014189
108367,14.6,3.7,1.84,49.2,6.85,20.215256
108370,12.8,3.2,1.48,178.3,4.73,19.528932
108375,15.7,4.5,3.66,9.9,16.39,20.639162
108376,82.6,1.7,9.78,19.7,16.77,20.225349
108380,2,6.5,2.93,2470.5,19,17.399309
108381,1.6,4.9,1.09,156.5,5.31,17.288286
108383,6.2,2.4,1.08,2.1,2.64,16.46066
108384,9.7,6.5,5.72,1893,37.13,20.39693
108385,8.7,5.8,1.58,35.8,9.12,17.288286
108386,77.9,4,4.15,299.1,16.61,20.063861
108390,18.8,4.5,1.01,2890.8,4.5,19.528932
108392,53.6,4.5,6.88,48.8,30.62,20.39693
108398,12,5.2,4.4,2570.5,22.65,19.528932
108405,3.3,8.9,2.02,2031.8,18.08,17.782843
108408,1.3,6.5,1.5,304.8,9.75,16.96531
108412,0.8,2.3,6.38,281.8,14.9,15.703685
108417,26.3,5.1,6.78,21.4,34.37,20.215256
108418,6.8,4.9,3.08,1838.1,14.93,19.014189
108419,8.5,3.8,1.34,916,5.14,17.116705
108421,4.35,8.8,1.7,2.5,15.04,17.399309
108424,15.6,5.1,8.94,1563.4,45.93,19.528932
108427,3.1,3.2,1.07,295.4,3.42,17.116705
108428,2.8,2.7,1.66,919.1,4.53,17.116705
108429,10.5,3,1.13,80.3,3.45,17.732378
108430,3.5,4.3,2.42,9.5,10.32,16.612055
108431,5,4,7.18,854.7,29.02,17.116705
108432,13.733,4.7,3.12,747,14.78,20.063861
108434,1.9,3.5,2,635.3,6.92,17.116705
108440,4.1,3.7,1.51,118.4,5.51,17.116705
108443,314.6,1.4,1.32,468.5,1.82,18.963724
108448,90.3,5.1,1.31,149,6.75,19.528932
108454,12.8,12.1,8.32,3665.7,100.4,18.822422
108459,4.3,3.5,1.73,688.3,6.01,18.822422
108462,106.6,3.2,1.63,91.9,5.21,19.549118
108464,11.6,4.5,1.05,84.2,4.78,17.116705
108466,33.7,4,1.29,234.8,5.13,20.39693
108476,1.9,6.2,1.43,553.6,8.85,17.288286
108478,4.6,4.1,2.22,325,9.04,19.014189
108487,4.6,6.5,1.91,646.7,12.52,17.46996
108490,31,2.7,1.8,4065,4.92,19.327072
108491,3.2,3.8,1.1,1205,4.16,17.288286
108492,5.9,8.2,3.26,334.6,26.71,18.822422
108496,3.9,4.6,1.56,939.2,7.22,18.17647
108521,60.6,3.9,8.25,72.7,31.8,18.822422
108523,1.1,15.5,3.91,139.2,60.55,15.703685
108527,1.5,3.7,2.83,503.7,10.44,17.702099
108529,1.483,7.9,2.27,439.1,17.95,17.46996
108531,12,3,1.1,128.4,3.27,17.288286
108537,5.2,5.9,1.58,246.4,9.41,17.288286
108538,45.7,2,1.04,174.1,2.05,19.014189
108540,17.3,2.4,1.65,15.6,4.02,19.528932
108548,7.4,2.9,1.66,2142.4,4.81,17.116705
108557,2.5,5.9,1.05,1160.3,6.22,17.399309
108559,2,7.1,1.11,2744.3,7.82,16.682706
108561,0.7,5.1,1.23,295.7,6.28,17.308472
108569,27.1,3.5,5.22,138.5,18.34,18.913259
108570,25.5,4.4,1.1,476.5,4.82,20.063861
108578,53.15,5.8,8.98,188.3,52,#N/A
108582,87.9,3.2,1.34,466.1,4.23,19.014189
108587,36.7,4.1,2.25,115.1,9.16,18.913259
108589,36.4,1.4,1.02,562.4,1.46,20.084047
108595,20.8,2.4,2.59,23.6,6.27,19.528932
108597,39.5,49.5,3.74,9150.4,185,19.579397
108599,6.4,3.8,7.13,1327.3,27.41,19.236235
108605,3.8,4.6,7.43,497.9,34.16,17.702099
108608,7.9,2.8,2.09,673.2,5.76,19.236235
108610,4.4,5.1,1.07,205.5,5.5,15.703685
108623,51.2,3.8,1.23,36.2,4.69,20.639162
108633,9.9,3.8,5.42,380.7,20.69,19.014189
108634,51.5,25.2,1.13,191.6,28.4,20.063861
108635,14.8,5,6.72,717.4,33.91,17.086426
108636,57.2,0.9,1.08,21.2,0.98,19.549118
108644,266.3,2.1,1.08,560.4,2.28,18.913259
108647,3.6,6.3,4.15,158.1,26.33,17.621355
108652,11.4,3.2,2.73,52.7,8.66,17.116705
108653,7.7,4.4,1.99,200.9,8.73,19.014189
108654,83.6,2.8,1,732.9,2.79,18.822422
108655,16.6,3.1,2.7,199.9,8.46,20.215256
108658,8.3,8.1,1.74,781.9,14.05,19.044468
108660,7.4,3.4,8.9,12.2,30.5,17.116705
108667,11.2,4.7,1.82,49.4,8.5,17.116705
108670,3.8,2.7,1.15,161.9,3.06,17.288286
108674,377.3,2.5,1,1679.4,2.47,18.963724
108677,13.3,4,1.49,858.8,5.94,17.116705
108679,23.4,1.9,1.46,1558.8,2.83,19.236235
108686,5.6,4.7,1.99,1313.2,9.3,17.702099
108687,30.4,1.7,1.66,326.5,2.85,17.732378
108690,72,2.7,2.37,847,6.51,19.528932
108692,25.5,2.5,1.02,94,2.52,16.46066
108695,10,9,5.24,705.6,47,20.063861
108697,3.1,2.9,1.47,85.1,4.21,16.783636
108699,3.3,4.9,1.05,60,5.13,17.288286
108704,5.7,33,2.53,370.2,83.6,20.447395
108707,2.2,7.8,7.28,467,56.82,16.96531
108708,17,4.6,1.65,420,7.66,17.116705
108710,13,5.3,1.72,33.8,9.13,16.612055
108711,14.8,7.9,1.16,789.9,9.15,20.39693
108712,3.1,3.5,1.54,266.2,5.31,18.913259
108713,38.4,3.5,2.02,960,7.05,19.528932
108716,6.1,3,2.29,697.3,6.93,17.702099
108721,25.767,6.5,8.56,179.4,55.5,20.063861
108726,4.5,5.5,1.47,568.4,8.01,17.288286
108729,10.9,3.1,1.41,64.4,4.4,17.288286
108731,4.9,5.1,3.1,1054.9,15.77,17.288286
108733,21.4,4.1,1.24,1023.4,5.13,20.063861
108738,4.5,2.9,1.16,653.5,3.39,20.215256
108740,3,7.3,3.14,949.2,22.8,20.215256
108742,3.6,4.7,1.16,1.7,5.43,17.116705
108744,64.5,3.1,5.64,609.3,17.74,19.236235
108746,46.3,1.2,1.4,390,1.72,20.225349
108747,25.7,3.1,1.57,476.3,4.94,20.39693
108752,4.2,3.8,1.8,112,6.93,17.086426
108754,2.9,4.3,2.18,60,9.34,17.288286
108756,18.7,1.6,1.16,67.9,1.89,20.084047
108757,34,1.7,1.56,159.7,2.66,20.084047
108762,5.3,4.5,1.65,52.9,7.5,17.288286
108771,26,2.9,1.3,182.4,3.81,20.215256
108777,4.3,7.3,3.32,812.9,24.23,20.39693
108781,40.4,4,1.28,191.3,5.19,19.014189
108782,5.1,5.4,1.61,387.9,8.75,16.692799
108785,1.833,2.8,1.3,87.1,3.63,17.46996
108786,6.8,3.9,1.18,62.5,4.59,20.063861
108790,24.8,6.7,9.5,37.1,63.49,17.288286
108794,15.4,0.8,1.58,184.2,1.29,20.084047
108796,5.5,5.2,1.77,214.3,9.11,16.692799
108799,1.2,10.4,4.08,1531.9,42.62,17.086426
108800,2.15,4.6,1.4,1924.3,6.48,17.984703
108807,1.25,9.2,8.19,2979,75.41,17.086426
108809,11.8,1.5,1.76,1700.4,2.64,20.084047
108811,3.4,6.4,1.32,1839.2,8.42,20.39693
108816,3.1,3.9,1.99,285.4,7.69,16.692799
108821,62.8,6.8,4.08,542,27.72,20.39693
108826,46.9,2.3,1.14,6111.6,2.64,18.822422
108828,45.3,3.8,8.89,198.3,34.05,19.528932
108835,67.35,3.1,2.44,9.5,7.49,20.306093
108837,25.5,1.4,2.15,2090.9,3.07,19.740885
108840,19,2.7,1.57,2.4,4.18,18.17647
108842,2.4,7.7,3.65,253.9,28.03,17.611262
108843,7.8,4.8,2.72,168.9,13.08,20.084047
108845,3,3.5,1.11,193,3.94,20.356558
108846,11,8.2,7.12,12.6,58.2,19.377537
108851,2.15,4.6,2.06,468.8,9.4,20.760278
108855,7.9,2,1.06,9.3,2.06,20.084047
108858,34.6,3.7,1.37,275.5,5.09,20.084047
108864,4,2.5,1.34,11.3,3.37,20.084047
108867,93.7,2.8,2.36,1508.5,6.65,19.740885
108871,45.6,5.9,1.13,44.5,6.65,19.468374
108875,2.8,5,1.91,468.7,9.48,18.004889
108876,4.1,5.1,6.07,4112.1,30.91,19.468374
108880,4.9,11.5,5.1,330.2,58.75,16.975403
108882,12.8,4.7,1.48,1152.4,6.97,19.468374
108883,6.1,6.2,1.74,592.2,10.85,18.620562
108884,3.5,12.2,2.45,66,29.8,18.085633
108896,1.1,2.6,1.02,4.8,2.63,17.611262
108897,1.5,11.2,5.69,145.6,63.99,17.954424
108898,20.7,19.6,1.26,390.5,24.7,14.94671
108899,33.5,2.8,1.93,459.3,5.44,20.084047
108900,8.3,2.5,7.59,3.1,18.7,18.17647
108902,17.3,2.2,2.59,121.4,5.8,19.710606
108903,42.2,5.1,4.74,61.6,24.19,18.17647
108906,25.1,5.7,3.93,82.1,22.3,18.004889
108907,15.8,3.3,1.46,878.2,4.86,20.760278
108912,50.5,4,1.48,255.9,5.95,18.004889
108916,55.6,6.1,1.28,4755,7.81,19.468374
108927,6.9,4.8,1.64,1199.4,7.88,19.014189
108937,542.4,1.6,1.75,256.2,2.88,20.164791
108938,27.7,4.9,2.72,403.3,13.31,18.620562
108941,58.9,3.9,2.86,132.1,11.1,21.113533
108942,17.2,4.6,1.28,1324.8,5.95,17.035961
108947,31.4,3.7,2.01,1037.6,7.53,19.468374
108948,1.7,7.3,1.03,464.5,7.54,17.389216
108962,57.4,3.5,1.73,88.2,6.11,19.014189
108963,2.6,5.4,1.31,66.8,7.08,16.975403
108965,55.1,3.1,1.09,574.3,3.37,20.356558
108966,5.9,5.1,1.35,494.9,6.88,18.620562
108968,1.55,13.2,2.4,2695.4,31.67,18.802236
108969,256.3,1.6,1.52,36.2,2.39,20.255628
108970,2.6,2.6,1.37,180.2,3.55,17.813122
108971,3.4,4.2,4.2,192.3,17.49,17.813122
108972,21.7,7,5.07,480.7,35.38,18.620562
108974,3.4,2.4,2.99,303.5,7.11,19.710606
108978,2.1,8.8,3.22,293.1,28.19,17.389216
108986,18.5,3.8,1.77,909.7,6.76,20.084047
108991,1.7,10.9,3,182.4,32.82,16.723078
108993,1.45,13.1,4.01,1028.1,52.58,18.802236
108995,69.4,2,1.61,11.4,3.18,21.113533
108998,20,5.2,5.75,800,30.14,21.113533
109000,1.55,2.9,1,6.1,2.87,17.651634
109002,6.3,4.5,3.39,449.3,15.33,21.113533
109004,31.6,3.8,1.23,78.3,4.72,19.014189
109006,2.9,9.7,1.61,119.4,15.59,18.802236
109007,59.8,8.4,1.38,332.5,11.66,18.095726
109009,95.5,1.5,2,222.9,3.04,20.255628
109013,19.5,2.7,1.03,109.2,2.8,20.760278
109017,42.3,2.4,7.05,505,16.67,20.255628
109019,3.4,5,7.71,570.6,38.75,17.954424
109021,6,1.6,2.34,56.4,3.83,18.802236
109022,2.8,9.3,4.53,144.8,42.22,17.611262
109026,10.1,7.3,5.32,1602,39.03,19.014189
109027,36.1,2.7,1.2,174.2,3.25,19.468374
109033,23.6,4.2,1.17,1201,4.98,18.620562
109034,8.3,2.3,1.79,549.1,4.08,20.356558
109038,41,1.3,1.85,66.2,2.39,20.255628
109039,72.4,3.1,1.12,68.6,3.42,19.014189
109041,120.5,4.4,1.26,44.7,5.6,20.306093
109042,10.2,3.4,4.12,14.9,14.2,19.125212
109048,2.267,7.2,5.89,44.7,42.14,21.648462
109049,35.8,4.3,1.18,16.2,5.07,20.760278
109051,71.2,3.6,3.03,984.9,10.81,20.255628
109052,3.4,4.6,9.49,100.7,43.2,16.975403
109054,4.6,5.1,2.37,101.3,12.06,17.87368
109055,6,2.3,1.58,1166,3.63,20.084047
109058,23.5,3.4,2.22,381.6,7.52,20.356558
109059,3.6,8.8,5.94,473.5,52.25,17.389216
109064,2.3,13.3,8.43,2131.5,111.97,17.258007
109065,19.9,4.8,1.46,113.4,6.97,18.711399
109067,4.4,7.3,1.22,30.4,8.89,16.723078
109068,22.2,6,6.99,2942.7,41.95,21.113533
109069,181.9,3.6,2.96,861.6,10.64,19.468374
109076,1.1,9.9,6.17,596.9,60.8,10.778301
109080,55.6,4.5,2.06,126.4,9.31,19.377537
109086,8.6,4.8,1.74,1095.2,8.42,19.468374
109087,24.8,5,3.58,1296.4,18.03,19.710606
109091,1.6,5.4,1.13,2068.3,6.08,19.125212
109092,2,9.5,6.29,833.8,59.58,17.389216
109094,10.9,2.2,1.95,54.8,4.2,19.377537
109096,2.4,2.9,1.08,30.7,3.08,19.377537
109099,3.2,4.4,1.19,68.8,5.23,18.620562
109100,46.633,7.3,5.36,185.3,38.9,20.760278
109105,1.367,3.2,1.03,5542.7,3.35,18.095726
109107,64.1,5.8,1.25,62,7.26,19.710606
109108,3.3,2.7,1.09,6.4,2.93,20.760278
109111,114.6,4.1,9.6,215.1,39.41,20.639162
109115,2.5,4.4,2.41,215.7,10.55,18.620562
109118,120.6,2.2,1.25,3.5,2.73,20.084047
109119,5,3.7,1.05,98.9,3.89,17.924145
109120,21.3,3.7,3.62,229.8,13.56,19.468374
109121,5.7,4.7,2.78,1720.7,13.08,19.468374
109123,2,5.2,1.04,37.9,5.4,18.802236
109125,3,2.7,1.02,317.6,2.8,19.377537
109128,5.8,4.9,9.06,320.1,44.55,19.014189
109130,44,1.9,2.01,1447.1,3.88,17.924145
109132,1.7,7.8,1.28,335,10.01,18.802236
109140,4,7.4,4.05,295.5,29.77,17.87368
109141,9.2,3.2,5.58,341.4,18.05,20.356558
109144,52.4,4.6,8.54,518.7,39.66,21.113533
109149,11.3,8.6,1.62,2558.4,13.93,18.620562
109152,15.3,3.2,6.19,18.3,19.7,19.125212
109157,9.6,2.7,2.27,203.1,6.14,19.710606
109158,14.7,8.5,2.96,2441.3,25.1,19.710606
109162,13.4,3,1.88,422.2,5.58,19.710606
109169,9.6,2,2.5,407.7,4.93,19.014189
109170,1.3,3.9,1.08,999.6,4.23,18.620562
109175,8.6,2.3,1.4,152.3,3.17,19.710606
109176,45.5,2.9,1.53,822.3,4.41,19.710606
109178,99.3,2,1.58,409.8,3.15,20.356558
109184,11.7,1.5,2.51,4.8,3.8,20.255628
109185,3,5.5,4.19,729.7,22.95,19.377537
109187,8.19,2.2,9.75,113.1,21,19.094933
109189,29.7,1.2,1.24,219.9,1.43,20.255628
109191,3,5.6,6.45,2821.1,36.32,19.710606
109196,28.8,3.1,2.83,1455.1,8.93,19.468374
109199,4.6,8.6,2.6,811.3,22.29,14.785222
109200,14,3,1.3,200.6,3.85,16.238614
109202,1.3,5.3,2.57,172.1,13.53,16.723078
109203,44.6,3.6,1.16,101.5,4.18,19.468374
109206,2.3,2.2,1.1,623.5,2.37,20.356558
109208,129,24.4,4.6,86.4,112.2,20.255628
109209,4,2.7,1.03,130.2,2.83,20.084047
109211,1.8,4.9,2.06,226.7,10.03,17.16717
109212,1.7,4.4,1.46,688.8,6.43,16.773543
109213,9.9,3.7,2.77,901.4,10.2,19.014189
109216,516,3.5,4.11,2398.1,14.5,20.033582
109220,24.6,4.1,3.06,1199.2,12.43,20.084047
109225,145.3,2.8,1.16,673,3.26,19.710606
109230,2.339,9.5,1.57,754.8,14.87,16.753357
109231,1.7,4.5,1.68,104.9,7.64,17.87368
109233,11,4.4,4.16,1504,18.32,19.710606
109234,31,9.9,1.13,1393.9,11.2,20.084047
109236,6.2,4.7,2.27,371.7,10.69,17.651634
109239,2.7,4.5,2.76,245.5,12.51,17.87368
109240,120,2.5,1.72,32.3,4.35,19.468374
109243,6.1,6.3,3.03,1901.5,19.22,20.084047
109248,162.4,2.5,1.41,398.7,3.55,20.084047
109253,30.4,6.7,4.24,299.3,28.57,21.113533
109261,105,2.9,1.38,523.8,3.98,19.710606
109265,32.9,2.2,1.08,172.9,2.35,19.710606
109269,11.2,4.8,5.4,2952.6,26.02,19.468374
109274,2.4,4,1.32,141.1,5.32,16.723078
109277,40.7,9.1,6.11,1269.7,55.4,19.014189
109278,2.1,10.6,1.95,1360.3,20.8,17.813122
109282,88.2,3.8,7.47,9013.1,28.03,19.740885
109285,2.8,5,1.04,690.6,5.25,14.785222
109291,19.2,1.8,1.37,114.7,2.44,21.113533
109295,1.8,8.5,2.83,1017.8,23.92,14.785222
109296,30.7,4.4,2.27,541.5,9.96,19.468374
109297,48.6,3,1.27,910.4,3.85,19.710606
109299,19.8,3.6,1.15,1684.6,4.08,20.084047
109301,29.5,4.9,3.19,645.2,15.61,19.468374
109302,72,2.4,1.93,38.1,4.55,20.356558
109303,1.2,7.7,1.9,216.7,14.7,12.090391
109304,76.8,3.7,1.79,221.3,6.54,19.468374
109307,1.986,12.1,2.55,1464.4,30.87,16.753357
109311,2.1,7.4,2.22,784.4,16.54,17.258007
109312,1.8,4.4,7.42,108.5,32.74,17.389216
109313,64.3,3.2,1.68,572.2,5.44,19.014189
109322,10.4,30.9,1,3.3,31.01,17.056147
109330,7.1,4.2,2.49,144.3,10.47,19.710606
109332,3.6,7.9,1.47,2445.1,11.62,18.620562
109334,50.2,6.7,5.89,1400.8,39.7,20.084047
109335,4,3.5,1.24,454.8,4.32,20.084047
109338,4.4,5.7,1.36,104.8,7.81,18.620562
109339,50.9,2.4,1.18,1552.8,2.82,20.356558
109340,93,2,1.49,22.3,2.92,20.356558
109341,7.8,4.1,4.08,1736.9,16.66,19.125212
109343,2.1,3.1,1.61,208.9,4.94,17.651634
109346,3,10.1,4.9,545.3,49.66,18.802236
109350,73.3,3.3,1.74,100.7,5.67,19.377537
109353,1,9.2,4.39,1204.2,40.37,17.87368
109363,2.3,4.2,2.47,1557.2,10.49,17.651634
109365,3.6,4.7,1.68,16.6,7.97,19.125212
109367,84.6,7.3,1.68,213.4,12.32,21.113533
109369,169.6,3,5.47,3556.5,16.29,19.740885
109370,16.8,3.7,4.34,299.9,16.12,19.468374
109373,10.2,2.6,1.15,198.5,3.04,20.356558
109374,181,3.7,2.85,350.2,10.59,19.014189
109378,29.6,3,1.16,73.4,3.5,20.356558
109383,38.5,3.6,3.94,2833.7,14.2,20.356558
109387,7,2.5,2.33,194.3,5.81,19.014189
109391,2.7,2.3,7.23,34.6,16.8,13.695178
109392,2.4,5.6,1.61,139.8,8.93,16.975403
109399,194.7,4,1.68,1020.8,6.79,20.356558
109401,1.2,6.7,5.04,21,34,17.924145
109402,3.5,7.6,5.31,1041.9,40.51,17.87368
109404,1.9,6.6,1.41,3570.3,9.25,17.924145
109406,3.9,5,2.27,135,11.22,20.356558
109408,2.8,2.1,5.92,108.1,12.6,17.389216
109409,2.6,4,3.59,270.2,14.45,17.87368
109413,30.6,7.2,2.55,302.4,18.5,18.872887
109415,267,2.9,1.02,866.9,2.92,19.014189
109417,8.6,1.2,1.06,1182.5,1.23,19.014189
109418,1.8,2.6,1.32,9770.6,3.38,19.740885
109421,2.2,5.3,3.38,132.1,18.01,16.723078
109422,3,6.8,1.4,539.2,9.5,14.260386
109427,29.5,3.1,1.07,302.2,3.34,20.356558
109430,10,4.6,9.47,641.5,43.67,19.710606
109431,70.3,5.9,9.41,1507.2,55.47,20.356558
109433,4,5.5,1.99,2864.6,10.89,17.258007
109435,66.8,3.3,1.3,340.9,4.27,20.084047
109437,20,3.9,1.83,1112,7.11,20.084047
109439,1.1,1.9,1.4,1.6,2.65,18.095726
109442,43.9,3.5,2.06,522.2,7.13,19.014189
109443,166.1,4.2,7.12,554.1,30.07,19.014189
109445,9.2,3.2,2.17,204.5,7,19.710606
109449,57.5,4,1.95,728.9,7.75,20.084047
109450,1.3,4.7,1.31,296.5,6.12,16.945124
109452,57.6,3.5,2.85,1285,10.1,19.710606
109455,44.8,3.8,2.33,208.4,8.75,19.710606
109457,6.6,3.1,1.16,132.6,3.54,19.710606
109458,153.7,3.3,5.79,330.8,18.89,19.014189
109463,3.947,5.5,1.11,551.6,6.05,17.258007
109465,19.6,4.9,1.67,461.9,8.14,21.113533
109466,8.6,6.2,1.78,559.2,11.02,17.87368
109471,182.7,2.2,1.71,1358.3,3.76,20.084047
109474,4.8,4.1,2.22,1329,9.07,19.014189
109479,5.1,4.2,1.44,780.8,6,20.356558
109483,3.7,11.9,1.88,937,22.26,16.66252
109486,4.5,3.9,2.78,63.1,10.84,17.87368
109488,2.6,8.9,4.65,591.3,41.23,17.611262
109490,57.9,4.5,3.1,1755.6,13.8,20.084047
109492,64.2,3.6,1.29,739.4,4.66,19.710606
109493,3.5,5.2,4.88,1309,25.22,18.802236
109500,71.6,2.2,1.54,364.2,3.43,19.710606
109503,26.7,3.4,1.44,1392.6,4.81,19.125212
109510,3.42,9.5,2.18,238.9,20.72,16.66252
109520,12.9,3.4,2.17,177.5,7.3,19.014189
109522,70.3,3.6,1.02,354.2,3.7,20.084047
109527,1.3,7.7,6.03,202.7,46.35,17.722285
109531,127.4,4.6,3.47,552,15.98,20.649255
109538,0.5,4.3,4.36,197.3,18.75,17.025868
109540,7.8,4.9,1.19,999.9,5.87,20.608883
109544,17.8,6.4,5.41,416.9,34.36,16.995589
109547,4.775,4.4,1.09,184.1,4.82,11.727043
109551,78.1,6.9,3.5,7.2,24.22,20.729999
109554,2.6,5.2,3.06,107.1,16,16.834101
109556,48,3.4,6.69,553.2,22.51,20.255628
109558,12.2,3.8,1.31,206,5.02,11.727043
109563,12.6,3.9,3.48,759.7,13.59,20.255628
109568,1.3,7.9,7.18,390.3,56.55,16.440474
109574,70.7,2,4.25,37.3,8.55,19.912466
109575,16,2.9,1.38,181.1,3.97,19.165584
109579,3.65,8.3,7.47,720,62.21,17.217635
109582,2.3,6.9,3.99,684.6,27.68,18.68112
109586,3,3.9,3.84,222.9,15.04,16.753357
109588,1.5,5,1.13,44.7,5.71,17.187356
109593,142.8,3.5,1.36,1045.9,4.79,20.608883
109594,73.9,3.2,1.42,891.8,4.47,20.255628
109599,1.4,6.4,1.09,74.9,6.96,16.753357
109600,6.6,7.1,6.97,151,49.24,17.722285
109601,0.6,5,1.56,19.5,7.78,17.722285
109603,3,8.2,1.36,677.6,11.12,17.278193
109604,137.3,4.5,1.96,3409.3,8.84,20.608883
109605,1.7,4.4,7.08,252.9,31.44,17.187356
