ID,Area,Chla,TNmean,TN5,TN95,TPmean,TP5,TP95,N_Load,N_EN,N_DE,N_Outflow,P_Load,P_EN,P_DE,P_Outflow
NLA12_MI-115,1.34,3.5,0.31,0.24,0.4,0.012,0.0089,0.016,0.0014413953488372094,0.0009704879630421394,0.001984,0.0004920781395348837,0.00013418604651162792,0.00014238773375505891,0.00026399999999999997,1.904818604651163e-5
NLA12_MI-116,0.69,3.568,0.23,0.13,0.39,0.019,0.012,0.031,0.004547231270358307,0.0021801409540104988,0.00253,0.004356304885993485,0.000547557003257329,0.0004958598891018666,0.0006839999999999999,0.000359868664495114
NLA12_MI-117,0.31,3.144,0.8,0.57,1.1,0.03,0.019,0.043,0.002350980392156863,0.003662827417197121,0.00512,0.001152,0.00019509803921568628,0.0004559443025104679,0.0006599999999999999,4.32e-5
NLA12_MI-118,0.49,2.974117647,0.31,0.19,0.47,0.019,0.013,0.026,0.0009620689655172414,0.002567954828933954,0.00341,0.0005772413793103448,9.612068965517241e-5,0.0006212831706066082,0.0006839999999999999,3.537931034482758e-5
NLA12_MI-122,0.55,1.045,0.43,0.27,0.65,0.019,0.0088,0.03,0.0025128865979381445,0.0014742679368632834,0.00473,0.00024895670103092785,0.00013969072164948454,0.0005097596377120468,0.0006839999999999999,1.1000412371134022e-5
NLA12_MI-123,0.19,6.186666667,3.5,2.6,4.8,0.22,0.15,0.31,0.08703030303030303,0.021865009359984054,0.0224,0.08522181818181818,0.004545454545454545,0.005540539070407403,0.00484,0.005356799999999999
NLA12_MI-124,0.19,3.0,0.4,0.24,0.59,0.024,0.013,0.037,0.0008647058823529412,0.0052317216571778945,0.00256,0.0036592941176470588,7.794117647058824e-5,0.0006036606305466109,0.0005279999999999999,0.0002195576470588235
NLA12_MI-125,0.19,5.84,0.12,0.072,0.16,0.017,0.011,0.023,0.003664864864864865,0.01212407183898791,0.0013199999999999998,0.014907502702702703,0.0004364864864864865,0.002346365357307328,0.000612,0.0021118962162162166
NLA12_MI-126,0.2,4.106666667,1.6,0.95,2.6,0.083,0.045,0.14,0.08356451612903226,0.011776821547457164,0.0176,0.07647793548387098,0.004506451612903225,0.0025553641641319833,0.0029879999999999998,0.003967292903225807
NLA12_MI-128,0.61,3.032,0.86,0.72,1.0,0.041,0.033,0.049,0.010827480916030535,0.0013730230151673861,0.005504,0.006749752671755726,0.0010377862595419847,0.00016120003887743102,0.000902,0.0003217905343511451
NLA12_MI-129,0.38,2.373333333,0.033,0.018,0.052,0.0017,0.0011,0.0024,9.384615384615384e-5,0.0002076863922257242,0.000363,2.7703967611336035e-6,5.6275303643724695e-6,5.428759218438584e-5,6.12e-5,1.427174089068826e-7
NLA12_MI-136,0.21,6.224,3.9,2.3,6.2,0.2,0.13,0.28,0.00960625,0.029044546742215415,0.042899999999999994,0.001053,0.0016125,0.005509657839868152,0.0072,5.4000000000000005e-5
NLA12_MI-141,0.15,2.313333333,1.1,0.44,1.9,0.078,0.047,0.11,0.001572549019607843,0.009885785434573567,0.0121,0.0018635294117647062,0.0002392156862745098,0.0026069220649399755,0.0028079999999999997,0.00013214117647058823
NLA12_MI-145,0.33,5.824,1.0,0.64,1.6,0.055,0.038,0.077,0.001949514563106796,0.00869713777431493,0.011,0.0005871844660194175,0.0003145631067961165,0.0016846126217542707,0.00198,3.2295145631067964e-5
NLA12_MI-148,1.22,1.530666667,0.11,0.077,0.16,0.006,0.0039,0.0086,0.001066546762589928,0.00027191667506318957,0.00121,0.00026324028776978416,0.00014143884892086332,8.263412140499541e-5,0.000216,1.4358561151079136e-5
NLA12_MI-151,0.14,3.423,0.035,0.02,0.053,0.0047,0.0025,0.0079,0.0014,0.011330915655089402,0.00022400000000000002,0.012768000000000002,0.00011388888888888889,0.0016085942804950173,0.00010339999999999999,0.0017145600000000002
NLA12_MI-152,0.1,23.3,5.2,4.3,6.2,0.44,0.33,0.56,0.019439130434782608,0.07686320195293024,0.033280000000000004,0.06446191304347827,0.001582608695652174,0.013317944625716154,0.00968,0.005454469565217392
NLA12_MI-161,10.36,15.392,0.29,0.17,0.46,0.012,0.0064,0.02,0.0033956234803751303,0.0004965368791064427,0.0031899999999999997,0.0010199941646405,0.0004077110107676277,7.323494611734701e-5,0.000432,4.220665508857241e-5
NLA12_MI-162,0.57,2.341333333,0.21,0.13,0.3,0.018,0.013,0.024,0.0020704545454545455,0.0023104542611095953,0.00231,0.0024576872727272723,0.0002595454545454545,0.0006067603450336638,0.0006479999999999999,0.00021065890909090904
NLA12_MI-165,0.11,16.48,3.9,2.3,6.2,0.17,0.1,0.25,0.0009125,0.04588755962645587,0.042899999999999994,0.009477,4.6875e-5,0.006660303494260904,0.00612,0.0004131
NLA12_MI-168,0.36,13.41538462,1.6,1.2,2.1,0.13,0.1,0.17,0.0543808,0.010488169849821819,0.01024,0.05430067200000001,0.0052584,0.0023314464493199177,0.00286,0.0044119296
NLA12_MI-172,0.18,2.712,0.81,0.59,1.1,0.029,0.019,0.042,0.002991954022988506,0.0036758161703961682,0.005184,0.0016892689655172415,0.00029655172413793103,0.0003578048150331546,0.000638,6.0480000000000004e-5
NLA12_MI-177,24.88,1.670857143,0.0064,0.0046,0.0086,0.00029,0.00022,0.00037,3.5849135937434305e-5,3.958287750419542e-6,4.096e-5,8.997835428667536e-7,6.079973090022284e-6,1.5815975607730708e-7,6.38e-6,4.0771441786149774e-8
NLA12_MN-101,1.42,8.016,0.35,0.23,0.51,0.024,0.014,0.037,0.005356036036036036,0.001914806820896926,0.0038499999999999997,0.003677837837837838,0.0007781981981981982,0.0003363475464632411,0.000864,0.00025219459459459466
NLA12_MN-102,0.36,5.68,0.54,0.4,0.71,0.04,0.028,0.054,0.005065,0.006309270760639184,0.00594,0.005965302857142856,0.0006528571428571429,0.0012318216067053744,0.0014399999999999999,0.00044187428571428565
NLA12_MN-103,0.91,13.984,0.64,0.38,1.0,0.027,0.018,0.038,0.002209748427672956,0.004323261857559754,0.007039999999999999,0.0005042716981132076,0.00034119496855345913,0.0006526724559567255,0.0009719999999999999,2.1273962264150944e-5
NLA12_MN-104,0.57,1.786666667,0.48,0.34,0.65,0.012,0.0088,0.017,0.0018481675392670158,0.001062345363621099,0.003072,4.3426178010471205e-5,0.0002031413612565445,4.821187217610258e-5,0.00026399999999999997,1.0856544502617802e-6
NLA12_MN-105,0.14,5.536,1.7,1.1,2.4,0.097,0.067,0.13,0.002919230769230769,0.01674164792312535,0.018699999999999998,0.003107076923076923,0.00034615384615384613,0.003295459881066069,0.003492,0.00017728615384615386
NLA12_MN-107,2.1,41.76,1.9,1.4,2.5,0.078,0.055,0.11,0.0179124773960217,0.001965437715665799,0.01216,0.008104101265822785,0.0017489150090415912,0.00027958696376297905,0.0017159999999999999,0.0003326946835443038
NLA12_MN-108,0.91,3.52,0.43,0.28,0.63,0.019,0.013,0.029,0.0037707317073170732,0.001348833832167773,0.00473,0.0008985951219512195,0.0004209349593495935,0.0003081886427816723,0.0006839999999999999,3.970536585365854e-5
NLA12_MN-109,0.37,4.149333333,0.14,0.068,0.21,0.018,0.012,0.024,0.0011271929824561403,0.006445381940380141,0.0015400000000000001,0.006557305263157896,0.00012280701754385965,0.0013937394712668972,0.0006479999999999999,0.0008430821052631579
NLA12_MN-110,1.43,12.16,1.4,0.78,2.3,0.073,0.037,0.13,0.010880830670926517,0.0041377350210756005,0.015399999999999999,0.0016231054313099041,0.0020447284345047924,0.0006472313319827237,0.0026279999999999997,8.463335463258785e-5
NLA12_MN-111,0.63,2.688,0.58,0.44,0.76,0.015,0.011,0.02,0.0031520408163265307,0.0010775016030854208,0.003712,0.0006477061224489795,0.00022789115646258503,0.00010328529427590959,0.00032999999999999994,1.6751020408163264e-5
NLA12_MN-112,1.78,92.8,1.1,0.87,1.3,0.047,0.037,0.06,0.005950958904109589,0.006921566904157312,0.007040000000000001,0.0063273205479452066,0.00044054794520547943,0.0008486339411416603,0.001034,0.0002703491506849315
NLA12_MN-113,0.31,203.4,8.9,6.4,12.0,0.41,0.3,0.53,0.0067577777777777775,0.02468012491578412,0.02581,0.0059808000000000005,0.0016366666666666667,0.0036883566935815007,0.00533,0.00027552
NLA12_MN-114,0.57,115.7333333,2.4,1.6,3.5,0.085,0.058,0.12,0.002066304347826087,0.014060679144845373,0.01536,0.0015777391304347826,0.00015706521739130435,0.0016835624128784946,0.00187,5.5878260869565224e-5
NLA12_MN-115,0.28,3.464,1.3,0.94,1.6,0.052,0.037,0.069,0.004275555555555556,0.004588005036486436,0.008320000000000001,0.001248,0.00045555555555555556,0.0006629714616581141,0.0011439999999999998,4.9919999999999996e-5
NLA12_MN-116,0.82,26.24,2.0,1.5,2.6,0.081,0.06,0.11,0.009663805970149254,0.006938449180397722,0.0128,0.004191044776119403,0.0007548507462686567,0.0011469362397115112,0.001782,0.00016973731343283583
NLA12_MN-118,0.74,122.4,0.19,0.15,0.22,0.017,0.013,0.021,0.0016853982300884956,0.011506944009630551,0.001216,0.012137670796460177,0.00010176991150442478,0.0013707052704270313,0.000374,0.0010860021238938053
NLA12_MN-120,6.99,25.76,0.52,0.26,0.88,0.015,0.0069,0.027,0.004735438829787234,0.0005705676187938618,0.00572,0.00023300425531914894,0.00045861037234042556,7.541635547024442e-5,0.0005399999999999999,6.721276595744681e-6
NLA12_MN-121,3.62,18.5,1.5,1.1,1.9,0.056,0.039,0.076,0.014405014749262536,0.001165831248051282,0.009600000000000001,0.006527787610619469,0.0012366519174041297,0.00022326945278453342,0.001232,0.0002437040707964602
NLA12_MN-122,4.67,3.424,0.56,0.4,0.77,0.016,0.011,0.022,0.0036638317329675354,0.00018657302423885673,0.0035840000000000004,0.0003827358024691358,0.00033104709647919524,2.6498418675885315e-5,0.000352,1.0935308641975307e-5
NLA12_MN-127,0.13,40.8,15.0,12.0,19.0,1.0,0.76,1.4,0.0068727272727272725,0.08001699673225608,0.0435,0.04123636363636364,0.0018636363636363635,0.01437159095554398,0.013,0.0027490909090909094
NLA12_MN-130,0.26,7.536,0.82,0.58,1.1,0.041,0.029,0.057,0.002433093525179856,0.0074064333774807485,0.009019999999999999,0.0017839424460431657,0.00024964028776978416,0.001325091204176009,0.0014759999999999999,8.919712230215829e-5
NLA12_MN-132,0.49,5.245714286,1.6,1.3,1.9,0.074,0.058,0.092,0.011620833333333334,0.0036938447657303575,0.01024,0.005019428571428571,0.0009601190476190476,0.0008544943561498596,0.0016279999999999999,0.0002321485714285714
NLA12_MN-137,0.12,107.2,20.0,15.0,25.0,1.6,1.2,2.1,0.00606,0.20589964764607205,0.057999999999999996,0.15552,0.00174,0.03284978678938755,0.0208,0.012441599999999999
NLA12_MN-145,0.47,3.008,0.83,0.65,1.0,0.027,0.021,0.035,0.004216964285714286,0.001592639413454888,0.005312,0.0007363285714285714,0.00041473214285714285,0.00018457053161915706,0.0005939999999999999,2.3952857142857143e-5
NLA12_MN-147,0.16,10.22857143,2.8,1.8,4.2,0.14,0.093,0.21,0.0015421052631578948,0.031507747061504776,0.030799999999999998,0.005729684210526315,0.00033157894736842103,0.005162407171171121,0.00504,0.00028648421052631577
NLA12_MN-152,0.36,59.6,2.4,1.9,3.0,0.14,0.1,0.18,0.006327551020408163,0.02407529341349152,0.01536,0.015446204081632654,0.0006877551020408163,0.003159268135900233,0.0030800000000000003,0.0009010285714285716
NLA12_MN-157,0.37,50.4,2.7,1.7,4.0,0.11,0.072,0.15,0.001389041095890411,0.015602501967109533,0.017280000000000004,0.0009586849315068493,0.00015273972602739726,0.002119710483523769,0.00242,3.905753424657534e-5
NLA12_MN-158,0.19,97.6,11.0,8.3,14.0,0.63,0.46,0.83,0.0063023809523809525,0.04839771589939966,0.0319,0.02262857142857143,0.0014214285714285715,0.007803918872055302,0.00819,0.001296
NLA12_MN-163,1.53,68.16,1.4,1.1,1.7,0.057,0.045,0.072,0.007462850971922246,0.005220372790608462,0.00896,0.004415170626349892,0.0007330453563714902,0.0006688412551201587,0.001254,0.0001797605183585313
NLA12_MN-167,4.47,48.8,0.33,0.26,0.42,0.018,0.013,0.023,0.00028390736342042756,0.0010807675913890305,0.000957,0.00041989168646080767,5.4038004750593826e-5,0.00018969620703670158,0.00023399999999999997,2.290318289786223e-5
NLA12_MN-170,0.77,5.512,0.28,0.19,0.4,0.014,0.0097,0.019,0.000712280701754386,0.0021764944098062082,0.0030800000000000003,0.00017583157894736842,6.791979949874687e-5,0.0004290198828626387,0.000504,8.79157894736842e-6
NLA12_MN-180,1.21,18.32,0.73,0.51,1.0,0.036,0.026,0.051,0.001397907949790795,0.003290268033489149,0.004672,0.0003034845188284519,0.000148326359832636,0.0006329322317783651,0.0007919999999999998,1.4966359832635983e-5
NLA12_MN-181,0.46,2.592,0.4,0.23,0.62,0.025,0.017,0.034,0.0012451086956521739,0.0029576935664742607,0.0044,0.0004883478260869566,0.0001548913043478261,0.0007500617292856113,0.0009,3.052173913043479e-5
NLA12_MO-102,30.58,34.88,0.28,0.22,0.35,0.011,0.0084,0.015,0.002322788725367922,2.5707599954958675e-5,0.0017920000000000002,0.0006083603093040659,0.00026853579446245945,3.851253670872177e-6,0.00024199999999999997,2.38998692940883e-5
NLA12_MO-103,24.66,17.12,0.29,0.19,0.39,0.017,0.012,0.023,0.0011066096678724103,4.777964260351352e-5,0.0008409999999999998,0.00033031734297928316,0.00022968760276224925,9.52394979027899e-6,0.000221,1.9363430450509706e-5
NLA12_MO-104,0.5,2.136,0.38,0.29,0.5,0.016,0.012,0.021,0.001974331550802139,0.0013215871471135986,0.002432,0.0009656470588235295,0.00028823529411764703,8.381691875659904e-5,0.000352,4.065882352941177e-5
NLA12_MO-105,1.06,20.0,0.46,0.36,0.57,0.028,0.022,0.035,0.002563669724770642,0.0015092989407772953,0.0029440000000000004,0.001225136146788991,0.00040642201834862387,0.000279118425448277,0.000616,7.457350458715597e-5
NLA12_MO-107,0.34,65.2,2.2,1.7,2.8,0.15,0.11,0.19,0.007427586206896552,0.041356483660945735,0.014080000000000002,0.034411034482758625,0.00026724137931034484,0.0053388766225512954,0.0032999999999999995,0.002346206896551724
NLA12_MO-108,0.2,2.192,0.41,0.31,0.54,0.029,0.022,0.039,0.007310169491525424,0.004308929984395744,0.002624,0.009066142372881355,0.0009694915254237288,0.0002866365646775312,0.000638,0.0006412637288135594
NLA12_MO-109,0.35,29.4,2.0,1.5,2.5,0.17,0.14,0.21,0.00996641791044776,0.012293182453146673,0.0058,0.01689313432835821,0.0014492537313432836,0.0023022448427464006,0.00221,0.001435916417910448
NLA12_MO-110,0.29,6.656,0.83,0.65,1.0,0.068,0.05,0.09,0.002223611111111111,0.005344415143546145,0.005312,0.0024402,0.000275,0.0013848140875021434,0.001496,0.00019992000000000002
NLA12_MO-115,0.17,18.08,5.0,4.2,6.0,0.39,0.28,0.51,0.0026784313725490196,0.028879424471946323,0.014499999999999999,0.016941176470588237,0.000603921568627451,0.005724398111457849,0.00507,0.0013214117647058824
NLA12_MS-101,0.66,49.6,3.1,2.1,4.3,0.12,0.088,0.17,0.009025130890052356,0.01188290414065074,0.01984,0.001963225130890053,0.0010366492146596858,0.0016202165472974206,0.0026399999999999996,7.599581151832462e-5
NLA12_MS-102,0.34,0.0,0.14,0.093,0.2,0.0084,0.0056,0.012,0.0013489510489510489,0.0,0.0008960000000000001,0.00046523076923076927,0.00021118881118881118,0.0,0.00018479999999999997,2.791384615384615e-5
NLA12_MS-104,0.56,34.08,1.4,1.1,1.8,0.082,0.058,0.11,0.002404137931034483,0.014109264593620151,0.00896,0.007841544827586207,8.551724137931034e-5,0.002129094613582683,0.001804,0.00045929048275862073
NLA12_MS-105,1.87,9.696,0.27,0.22,0.32,0.021,0.016,0.026,0.0012913316582914573,0.0013132508714247502,0.0017280000000000002,0.0009436703517587939,0.0001870603015075377,0.0003319483208450118,0.000462,7.339658291457287e-5
NLA12_MS-106,118.58,25.76,0.093,0.073,0.12,0.0043,0.0033,0.0054,0.0008082379979570991,4.960808518795443e-6,0.0005952,0.00022696491758507605,0.00010130960701037579,8.258628171347227e-7,9.46e-5,1.0494076834578786e-5
NLA12_MS-107,39.42,25.6,0.16,0.13,0.2,0.0069,0.0051,0.0089,0.001590623352276056,1.0784336706019639e-5,0.0010240000000000002,0.0005458815677544086,0.0001700292928701154,1.7996832345498223e-6,0.00015179999999999998,2.3541142609408868e-5
NLA12_MS-113,0.56,3.552,0.31,0.24,0.4,0.018,0.013,0.023,0.0013003937007874016,0.001667864358981249,0.001984,0.0010439433070866143,0.00017559055118110235,0.00025001488152179323,0.0003959999999999999,6.061606299212598e-5
NLA12_MS-116,0.17,3.944,0.91,0.61,1.3,0.059,0.039,0.083,0.0012582089552238805,0.0070274809312206666,0.005824,0.0026990328358208956,0.00017611940298507462,0.0012156510079741603,0.001298,0.00017499223880597015
NLA12_MT-102,1.25,0.884571429,0.32,0.21,0.45,0.042,0.028,0.06,0.003334433962264151,0.00016899699804372818,0.002944,0.0006781584905660378,0.0012245283018867924,4.197905466936539e-5,0.0011760000000000002,8.900830188679246e-5
NLA12_MT-103,0.61,3.296,3.0,2.4,3.8,0.51,0.38,0.68,0.01815151515151515,0.005304349518491376,0.0087,0.014452363636363638,0.008073939393939394,0.0010328855512553045,0.00663,0.0024569018181818184
NLA12_MT-104,5.47,0.637333333,0.31,0.17,0.47,0.043,0.027,0.061,0.001460081466395112,9.148695323603242e-5,0.000899,0.0006595082688391039,0.0006254786150712831,9.899749565607841e-6,0.0005589999999999999,9.148017922606925e-5
NLA12_MT-105,0.71,1.014,0.18,0.12,0.26,0.045,0.021,0.078,0.006738767395626242,0.0004044755585227043,0.001656,0.005321071968190855,0.002541351888667992,0.00010651383187302229,0.00126,0.0013302679920477137
NLA12_MT-106,6.02,0.464,0.061,0.036,0.095,0.0036,0.0024,0.0053,9.623263888888889e-5,6.76156337306833e-5,0.0001769,4.392e-6,3.496527777777778e-5,6.217369299468478e-6,4.68e-5,2.592e-7
NLA12_MT-107,0.36,6.616,4.7,2.5,8.7,0.24,0.16,0.34,0.010836,0.008872246204833754,0.01363,0.006172416,0.0014328,0.0018507506209106078,0.00312,0.0003151872
NLA12_MT-108,0.17,8.56,6.2,5.1,7.3,0.65,0.51,0.82,0.007620454545454546,0.02728791935519853,0.01798,0.01704436363636364,0.004388636363636364,0.005693699841576968,0.00845,0.0017869090909090912
NLA12_MT-109,14.01,5.237333333,0.097,0.07,0.13,0.012,0.0071,0.02,0.00017112589559877174,0.00010521770664738262,0.0002813,4.717952917093143e-6,0.000133971340839304,2.170524667655619e-5,0.000156,5.836642784032754e-7
NLA12_MT-111,13.06,1.134,0.036,0.021,0.056,0.0044,0.0025,0.0068,0.00034794544615992796,4.9545718277319995e-6,0.0003312,2.9995314167746468e-5,0.00012446357586805173,1.3632916179668226e-6,0.0001232,3.66609395383568e-6
